CHTR,CHTR,,0.10632260715369747,0.2660753880266075,0,Consumer Discretionary,2016,2017,0.008488496642601135,0.3339793732517999,"<[2011.0, 2017.0, 2016]>"
CI,CI,,2.4935659172006652E-11,0.0066518847006651885,5,Health Care,2016,2017,2.4430443494345835E-4,0.1616407982261641,"<[2011.0, 2017.0, 2016]>"
CMA,CMA,,0.09632953223251743,0.23059866962305986,2,Financials,2016,2017,0.002524065586671511,0.30204411931312414,"<[2011.0, 2017.0, 2016]>"
CMCSA,CMCSA,,0.05136097317887687,0.14855875831485588,0,Consumer Discretionary,2016,2017,0.0041175766382968125,0.32378751444364634,"<[2011.0, 2017.0, 2016]>"
CNC,CNC,,3.21359589751177E-6,0.015521064301552107,1,Health Care,2016,2017,3.820118962676556E-4,0.22887192669191375,"<[2011.0, 2017.0, 2016]>"
COF,COF,,0.037471683742283345,0.12195121951219512,2,Financials,2016,2017,0.018246241452318564,0.2782787111358305,"<[2011.0, 2017.0, 2016]>"
CRM,CRM,,7.562768427577448E-7,0.0066518847006651885,1,Information Technology,2016,2017,1.219309602404295E-4,0.21473816474259472,"<[2011.0, 2017.0, 2016]>"
CSX,CSX,,0.09443333107086264,0.22838137472283815,2,Industrials,2016,2017,0.0023465670835995634,0.3013841540123671,"<[2011.0, 2017.0, 2016]>"
CTAS,CTAS,,0.07314476016453925,0.17516629711751663,2,Industrials,2016,2017,0.00496267759537286,0.30788723471650303,"<[2011.0, 2017.0, 2016]>"
CTSH,CTSH,,1.0851896977304434E-9,0.015521064301552107,5,Information Technology,2016,2017,2.543346821191393E-4,0.16834843102480881,"<[2011.0, 2017.0, 2016]>"
CTXS,CTXS,,0.05745140223961071,0.18625277161862527,0,Information Technology,2016,2017,0.008831250450946154,0.331570868156234,"<[2011.0, 2017.0, 2016]>"
CVS,CVS,,2.5785142028448986E-8,0.04212860310421286,5,Consumer Staples,2016,2017,0.0061277825144491985,0.19723567371734035,"<[2011.0, 2017.0, 2016]>"
DD,DD,,0.07732426769767603,0.19290465631929046,0,Materials,2016,2017,9.413013948957313E-4,0.30973087085253,"<[2011.0, 2017.0, 2016]>"
DHR,DHR,,7.492182066575388E-10,0.008869179600886918,5,Health Care,2016,2017,0.0,0.16672056545486708,"<[2011.0, 2017.0, 2016]>"
DIS,DIS,,2.3049613362778395E-11,0.004434589800443459,3,Consumer Discretionary,2016,2017,0.010355149245853379,0.1614515971357706,"<[2011.0, 2017.0, 2016]>"
DOV,DOV,,0.06341838240184992,0.1951219512195122,0,Industrials,2016,2017,0.009198519169591187,0.33263701242683286,"<[2011.0, 2017.0, 2016]>"
DOW,DOW,,0.03491873619939651,0.09977827050997783,0,Materials,2016,2017,5.991613320901755E-4,0.2968439336147633,"<[2011.0, 2017.0, 2016]>"
DPS,DPS,,1.670949443544391E-7,0.011086474501108647,5,Consumer Staples,2016,2017,9.8942469447103E-4,0.20566622438319088,"<[2011.0, 2017.0, 2016]>"
DRI,DRI,,9.892178050163295E-5,0.004434589800443459,10,Consumer Discretionary,2016,2017,0.004247351564424735,0.19069144859860832,"<[2011.0, 2017.0, 2016]>"
DVA,DVA,,7.209049629164776E-8,0.03325942350332594,5,Health Care,2016,2017,0.00460444928602352,0.20752279009978938,"<[2011.0, 2017.0, 2016]>"
DVN,DVN,,0.10807909557778075,0.2660753880266075,2,Energy,2016,2017,0.01124230163924555,0.3345193560703153,"<[2011.0, 2017.0, 2016]>"
EMN,EMN,,8.659744817834623E-24,0.0066518847006651885,11,Materials,2016,2017,0.0,0.007256601491634751,"<[2011.0, 2017.0, 2016]>"
EOG,EOG,,0.10508401196924973,0.23725055432372505,2,Energy,2016,2017,0.0014486166583500138,0.3090369256601793,"<[2011.0, 2017.0, 2016]>"
EQIX,EQIX,,0.001470215949245519,0.05321507760532151,1,Real Estate,2016,2017,6.851334873643454E-4,0.29099890538606193,"<[2011.0, 2017.0, 2016]>"
ESRX,ESRX,,1.0103140929007281E-4,0.017937219730941704,2,Health Care,2015,2016,1.7197331199189785E-4,0.2554410080183276,"<[2011.0, 2017.0, 2015]>"
ETFC,ETFC,,0.09505819326088985,0.22172949002217296,2,Financials,2016,2017,0.0019992337559369706,0.30072706646728203,"<[2011.0, 2017.0, 2016]>"
ETN,ETN,,0.03387078867336896,0.11086474501108648,0,Industrials,2016,2017,0.0029217901839032564,0.32177328418272166,"<[2011.0, 2017.0, 2016]>"
EW,EW,,2.592718918418382E-4,0.015521064301552107,0,Health Care,2016,2017,7.482763150601215E-4,0.2620648786947309,"<[2011.0, 2017.0, 2016]>"
EXPD,EXPD,,0.10124441455477158,0.24390243902439024,2,Industrials,2016,2017,0.005241197703925623,0.32867390266797464,"<[2011.0, 2017.0, 2016]>"
EXR,EXR,,2.6645650860360147E-8,0.04878048780487805,5,Real Estate,2016,2017,0.011684250509960633,0.19799064280333975,"<[2011.0, 2017.0, 2016]>"
FDX,FDX,,0.09816336350326917,0.24390243902439024,2,Industrials,2016,2017,0.005723309331755255,0.3113622599390369,"<[2011.0, 2017.0, 2016]>"
FIS,FIS,,0.043003886115880435,0.16851441241685144,0,Information Technology,2016,2017,0.00811118225148074,0.33183676299838016,"<[2011.0, 2017.0, 2016]>"
FISV,FISV,,1.802565602649562E-5,0.008869179600886918,1,Information Technology,2016,2017,4.668105923606638E-4,0.2375433085298393,"<[2011.0, 2017.0, 2016]>"
FL,FL,,1.5851596648979217E-6,0.0066518847006651885,3,Consumer Discretionary,2016,2017,0.0084749938408475,0.17437861081288666,"<[2011.0, 2017.0, 2016]>"
FLIR,FLIR,,0.007194941952364665,0.028824833702882482,2,Information Technology,2016,2017,9.257226884061277E-5,0.25943601470782446,"<[2011.0, 2017.0, 2016]>"
FLR,FLR,,0.005641724293272483,0.031042128603104215,0,Industrials,2016,2017,9.271883379488825E-5,0.2918197767693795,"<[2011.0, 2017.0, 2016]>"
GD,GD,,0.08999960896779347,0.21507760532150777,2,Industrials,2016,2017,0.0016082423276506967,0.2994214496808828,"<[2011.0, 2017.0, 2016]>"
GE,GE,,4.3407868718105627E-4,0.008869179600886918,0,Industrials,2016,2017,2.995488361102401E-5,0.24156476559193232,"<[2011.0, 2017.0, 2016]>"
GGP,GGP,,3.033145968224535E-5,0.037694013303769404,1,Real Estate,2016,2017,0.0022421385552689977,0.2549602239426864,"<[2011.0, 2017.0, 2016]>"
GPN,GPN,,0.003164129467476765,0.05321507760532151,0,Information Technology,2016,2017,5.180283495597681E-4,0.2865654040574654,"<[2011.0, 2017.0, 2016]>"
GT,GT,,5.541591868007162E-7,0.051569506726457395,4,Consumer Discretionary,2015,2016,0.003233916318535976,0.19011082693947143,"<[2011.0, 2017.0, 2015]>"
HAL,HAL,,0.10878058635972268,0.25942350332594233,2,Energy,2016,2017,0.004532293698982193,0.3253148140400786,"<[2011.0, 2017.0, 2016]>"
HAR,HAR,,0.10470068678415384,0.23503325942350334,2,Consumer Discretionary,2016,2017,0.002283638297304774,0.3232815964523282,"<[2011.0, 2017.0, 2016]>"
HAS,HAS,,3.445128030079908E-8,0.011210762331838564,4,Consumer Discretionary,2015,2016,0.005974918458413928,0.19084296106118956,"<[2011.0, 2017.0, 2015]>"
HBAN,HBAN,,0.0448460978767418,0.13082039911308205,2,Financials,2016,2017,9.20404378854189E-4,0.2711667388328834,"<[2011.0, 2017.0, 2016]>"
HBI,HBI,,1.1580674145205178E-9,0.028824833702882482,5,Consumer Discretionary,2016,2017,0.005801312624807945,0.1688292302974215,"<[2011.0, 2017.0, 2016]>"
HCA,HCA,,2.0756100263535705E-7,0.0022172949002217295,1,Health Care,2016,2017,0.0,0.19255488294973477,"<[2011.0, 2017.0, 2016]>"
HES,HES,,0.004031718542789788,0.028824833702882482,0,Energy,2016,2017,0.004045882886260331,0.28303723902803013,"<[2011.0, 2017.0, 2016]>"
HIG,HIG,,0.0062198327459505685,0.026607538802660754,2,Financials,2016,2017,1.4639004899175717E-4,0.2565408824916181,"<[2011.0, 2017.0, 2016]>"
HOLX,HOLX,,9.547462702554646E-5,0.004434589800443459,8,Health Care,2016,2017,5.738723029297347E-5,0.20731485143235473,"<[2011.0, 2017.0, 2016]>"
HON,HON,,2.3854154556248355E-4,0.028824833702882482,1,Industrials,2016,2017,0.0021588302689057055,0.26525669452498724,"<[2011.0, 2017.0, 2016]>"
HRL,HRL,,4.088283645763215E-11,0.0066518847006651885,5,Consumer Staples,2016,2017,0.0,0.15405824402791513,"<[2011.0, 2017.0, 2016]>"
HRS,HRS,,0.043346763611435364,0.11529933481152993,2,Information Technology,2016,2017,0.001858648099838582,0.2688761815847823,"<[2011.0, 2017.0, 2016]>"
HSIC,HSIC,,6.805137328172959E-7,0.037694013303769404,5,Health Care,2016,2017,0.006961770243419598,0.2104783537431231,"<[2011.0, 2017.0, 2016]>"
HST,HST,,0.007859437423846366,0.03547671840354767,0,Real Estate,2016,2017,7.293451463569298E-4,0.27568317352363764,"<[2011.0, 2017.0, 2016]>"
IDXX,IDXX,,0.09552335886274625,0.2261640798226164,2,Health Care,2016,2017,0.003175383087411351,0.3158782011137252,"<[2011.0, 2017.0, 2016]>"
IFF,IFF,,8.79457000006734E-4,0.026607538802660754,0,Materials,2016,2017,1.2674965145527685E-4,0.2729554376378497,"<[2011.0, 2017.0, 2016]>"
ILMN,ILMN,,2.81943030733894E-4,0.004484304932735426,1,Health Care,2015,2016,0.0,0.24134199134199133,"<[2011.0, 2017.0, 2015]>"
INCY,INCY,,3.315953687434641E-8,0.004484304932735426,4,Health Care,2015,2016,0.0,0.16072072072072072,"<[2011.0, 2017.0, 2015]>"
IP,IP,,0.11344037825457755,0.2771618625277162,2,Materials,2016,2017,0.006056003287057372,0.33130539908645323,"<[2011.0, 2017.0, 2016]>"
IPG,IPG,,5.564255790704474E-5,0.013452914798206279,3,Consumer Discretionary,2015,2016,0.05054311300698412,0.2554410080183276,"<[2011.0, 2017.0, 2015]>"
IR,IR,,0.10521022051914115,0.2616407982261641,2,Industrials,2016,2017,0.011567611853214418,0.331570868156234,"<[2011.0, 2017.0, 2016]>"
ITW,ITW,,0.10663682165814019,0.270509977827051,0,Industrials,2016,2017,0.005148700995235859,0.32867390266797464,"<[2011.0, 2017.0, 2016]>"
IVZ,IVZ,,0.09304897552624501,0.33408071748878926,1,Financials,2015,2016,0.006049626716202311,0.33634992458521873,"<[2011.0, 2017.0, 2015]>"
JBHT,JBHT,,0.003523360972265965,0.022172949002217293,2,Industrials,2016,2017,1.5561306720358512E-4,0.2581412622950593,"<[2011.0, 2017.0, 2016]>"
JCI,JCI,,0.028933782478173565,0.1419068736141907,0,Industrials,2016,2017,0.006107690115662964,0.3299844046722329,"<[2011.0, 2017.0, 2016]>"
JPM,JPM,,0.07530873972490885,0.19290465631929046,2,Financials,2016,2017,0.005209704483371871,0.2932675006796457,"<[2011.0, 2017.0, 2016]>"
KIM,KIM,,3.936066851583313E-4,0.09534368070953436,1,Real Estate,2016,2017,0.045892172670950034,0.294101239132182,"<[2011.0, 2017.0, 2016]>"
KR,KR,,3.383876825640144E-10,0.019955654101995565,5,Consumer Staples,2016,2017,0.01183524453692473,0.17928962021619588,"<[2011.0, 2017.0, 2016]>"
L,L,,0.11568589819009222,0.28159645232815966,2,Financials,2016,2017,0.01415856001559508,0.33051153630908947,"<[2011.0, 2017.0, 2016]>"
LEG,LEG,,6.502986631154856E-4,0.05321507760532151,1,Consumer Discretionary,2016,2017,0.008166090719589883,0.2795948942290406,"<[2011.0, 2017.0, 2016]>"
LH,LH,,0.00899489962262213,0.10864745011086474,0,Health Care,2016,2017,0.007994411709829277,0.3085760204764952,"<[2011.0, 2017.0, 2016]>"
LLL,LLL,,0.07508875154295581,0.2106430155210643,0,Industrials,2016,2017,0.005960780795279263,0.3329046206427836,"<[2011.0, 2017.0, 2016]>"
LNC,LNC,,0.06011816934175389,0.1574279379157428,2,Financials,2016,2017,0.0016770869970767139,0.2788412691772103,"<[2011.0, 2017.0, 2016]>"
LUK,LUK,,0.10345161592613226,0.2394678492239468,2,Financials,2016,2017,0.0028621375399133083,0.30606541675960064,"<[2011.0, 2017.0, 2016]>"
LYB,LYB,,4.033644067161226E-13,0.008869179600886918,3,Materials,2016,2017,0.012687854151268786,0.12333843322175264,"<[2011.0, 2017.0, 2016]>"
MAS,MAS,,0.012190474663094655,0.11529933481152993,0,Industrials,2016,2017,0.012567509410334136,0.31978395939642973,"<[2011.0, 2017.0, 2016]>"
MCHP,MCHP,,0.10324389677780799,0.2394678492239468,2,Information Technology,2016,2017,0.0029076492105988877,0.31708846242067434,"<[2011.0, 2017.0, 2016]>"
MCK,MCK,,7.004423091802573E-7,0.017738359201773836,1,Health Care,2016,2017,8.303907603073373E-4,0.20536002156773206,"<[2011.0, 2017.0, 2016]>"
MCO,MCO,,6.290148348028353E-4,0.019955654101995565,0,Financials,2016,2017,2.1884634345251365E-5,0.25911111049403884,"<[2011.0, 2017.0, 2016]>"
MDT,MDT,,1.3727789874758777E-4,0.024390243902439025,1,Health Care,2016,2017,4.67928116433387E-4,0.25670002695966504,"<[2011.0, 2017.0, 2016]>"
MET,MET,,0.034200303483254625,0.10421286031042129,2,Financials,2016,2017,3.5217841662277065E-4,0.2530889562440245,"<[2011.0, 2017.0, 2016]>"
MHK,MHK,,0.0022297568998717993,0.037694013303769404,0,Consumer Discretionary,2016,2017,0.0029054434619631996,0.2968439336147633,"<[2011.0, 2017.0, 2016]>"
MKC,MKC,,9.347293995167979E-5,0.06208425720620843,1,Consumer Staples,2016,2017,0.0021849750470898494,0.2674857423781384,"<[2011.0, 2017.0, 2016]>"
MLM,MLM,,0.08573801771829445,0.21286031042128603,0,Materials,2016,2017,0.002003892833270479,0.32003127877724674,"<[2011.0, 2017.0, 2016]>"
MMC,MMC,,0.04819318878064729,0.188470066518847,0,Financials,2016,2017,0.016295426163104736,0.3422667026128867,"<[2011.0, 2017.0, 2016]>"
MMM,MMM,,0.010648602935852486,0.1130820399113082,1,Industrials,2016,2017,0.030350474458253906,0.3278925859421395,"<[2011.0, 2017.0, 2016]>"
MPC,MPC,,7.19263236962385E-15,0.0066518847006651885,13,Energy,2013,2014,1.970928800197093E-5,0.0066518847006651885,"<[2011.0, 2017.0, 2013]>"
MRO,MRO,,0.1154224370636793,0.2860310421286031,2,Energy,2016,2017,0.00827056244305012,0.3329046206427836,"<[2011.0, 2017.0, 2016]>"
MTB,MTB,,0.04487535611647341,0.1286031042128603,2,Financials,2016,2017,8.971911124586151E-4,0.27187939780484893,"<[2011.0, 2017.0, 2016]>"
MTD,MTD,,0.09865298302050915,0.25942350332594233,0,Health Care,2016,2017,0.008717251712296948,0.33344113090973415,"<[2011.0, 2017.0, 2016]>"
MUR,MUR,,0.04790738677125877,0.13747228381374724,0,Energy,2016,2017,0.005850277705172078,0.3173316284194632,"<[2011.0, 2017.0, 2016]>"
MYL,MYL,,1.9169065228087895E-10,0.019955654101995565,5,Health Care,2016,2017,6.635536512253191E-5,0.1553888259327751,"<[2011.0, 2017.0, 2016]>"
NEE,NEE,,3.788777921025102E-4,0.06873614190687362,1,Utilities,2016,2017,0.002366492548710611,0.2807330009898101,"<[2011.0, 2017.0, 2016]>"
NFX,NFX,,0.06907876169961943,0.21286031042128603,0,Energy,2016,2017,0.006928896223928078,0.33533261220338745,"<[2011.0, 2017.0, 2016]>"
NOC,NOC,,0.04091051863087749,0.09534368070953436,2,Industrials,2016,2017,2.3041776644509073E-4,0.2953607733468808,"<[2011.0, 2017.0, 2016]>"
NTAP,NTAP,,0.051483457261932875,0.12195121951219512,2,Information Technology,2016,2017,0.0012866357899103183,0.28245764058633455,"<[2011.0, 2017.0, 2016]>"
OMC,OMC,,0.003322551409797948,0.031042128603104215,0,Consumer Discretionary,2016,2017,0.0013296301380848225,0.2807330009898101,"<[2011.0, 2017.0, 2016]>"
ORCL,ORCL,,2.2281044753363656E-5,0.019955654101995565,1,Information Technology,2016,2017,0.006592938798154263,0.24675041351161603,"<[2011.0, 2017.0, 2016]>"
OXY,OXY,,1.175284392269066E-4,0.011086474501108647,1,Energy,2016,2017,3.269695517980401E-5,0.250181646589468,"<[2011.0, 2017.0, 2016]>"
PCAR,PCAR,,0.059126280425197124,0.14634146341463414,2,Industrials,2016,2017,0.001338475987285833,0.2996382646335844,"<[2011.0, 2017.0, 2016]>"
PDCO,PDCO,,0.012325786718194473,0.042600896860986545,3,Health Care,2015,2016,2.940820228335371E-5,0.27633209417596033,"<[2011.0, 2017.0, 2015]>"
PEP,PEP,,2.771899858840311E-4,0.028824833702882482,1,Consumer Staples,2016,2017,4.4215575388409194E-4,0.2715226006948688,"<[2011.0, 2017.0, 2016]>"
PFG,PFG,,0.09498056117219046,0.21951219512195122,2,Financials,2016,2017,0.004330954691454349,0.3009457770610764,"<[2011.0, 2017.0, 2016]>"
PGR,PGR,,1.0649717856277107E-24,0.0022172949002217295,11,Financials,2016,2017,0.0,0.005701615457713019,"<[2011.0, 2017.0, 2016]>"
PH,PH,,0.1086245703698535,0.2616407982261641,2,Industrials,2016,2017,0.005182641992874846,0.31301092546065057,"<[2011.0, 2017.0, 2016]>"
PHM,PHM,,0.006775340741087476,0.09090909090909091,0,Consumer Discretionary,2016,2017,0.004208907595862464,0.3141992736970236,"<[2011.0, 2017.0, 2016]>"
PKI,PKI,,2.955632603305741E-4,0.022172949002217293,0,Health Care,2016,2017,2.36112863408283E-5,0.2538653027355706,"<[2011.0, 2017.0, 2016]>"
PLD,PLD,,0.05413777313140555,0.18625277161862527,0,Real Estate,2016,2017,0.01039424880602353,0.32737376855931966,"<[2011.0, 2017.0, 2016]>"
PNC,PNC,,0.031518918518843815,0.09977827050997783,2,Financials,2016,2017,0.009977255628024524,0.25798032634599755,"<[2011.0, 2017.0, 2016]>"
PNR,PNR,,0.0137155854497787,0.12416851441241686,0,Industrials,2016,2017,0.010752947241289428,0.32177328418272166,"<[2011.0, 2017.0, 2016]>"
PPG,PPG,,2.378871850559795E-7,0.022172949002217293,5,Materials,2016,2017,0.002573484704033282,0.20856877190472786,"<[2011.0, 2017.0, 2016]>"
PRU,PRU,,0.06484665226009201,0.16851441241685144,2,Financials,2016,2017,0.0020246548341304976,0.28149690031223135,"<[2011.0, 2017.0, 2016]>"
REG,REG,,9.654558691231385E-5,0.07538802660753881,1,Real Estate,2016,2017,0.00916328949175981,0.2740400287807815,"<[2011.0, 2017.0, 2016]>"
RF,RF,,0.08825549151877692,0.21507760532150777,2,Financials,2016,2017,0.0016778345250153624,0.2994214496808828,"<[2011.0, 2017.0, 2016]>"
ROK,ROK,,0.08597809322363417,0.23059866962305986,2,Industrials,2016,2017,0.011973707130050954,0.3240410677047612,"<[2011.0, 2017.0, 2016]>"
RSG,RSG,,0.0902446837411069,0.21286031042128603,2,Industrials,2016,2017,0.0022433078525370795,0.3151564687425591,"<[2011.0, 2017.0, 2016]>"
SCHW,SCHW,,0.05631060681184843,0.15299334811529933,2,Financials,2016,2017,0.0013807777775376902,0.2775321552374112,"<[2011.0, 2017.0, 2016]>"
SEE,SEE,,1.6283378232788505E-6,0.004434589800443459,1,Materials,2016,2017,0.0,0.2177897070836737,"<[2011.0, 2017.0, 2016]>"
SIG,SIG,,1.4257339035556727E-10,0.024390243902439025,5,Consumer Discretionary,2016,2017,0.009662252313497531,0.1697991150837013,"<[2011.0, 2017.0, 2016]>"
SLB,SLB,,0.0737562810340407,0.18625277161862527,0,Energy,2016,2017,9.232183069571551E-4,0.32003127877724674,"<[2011.0, 2017.0, 2016]>"
SLG,SLG,,1.2430871919592417E-4,0.008869179600886918,0,Real Estate,2016,2017,2.7815527422136387E-6,0.24867815111717553,"<[2011.0, 2017.0, 2016]>"
SNA,SNA,,4.712909737588287E-7,0.06278026905829596,4,Consumer Discretionary,2015,2016,0.1135814635315254,0.22002960039467193,"<[2011.0, 2017.0, 2015]>"
SRCL,SRCL,,3.3618013506485743E-9,0.03991130820399113,5,Industrials,2016,2017,0.007382159509690417,0.1829356513965429,"<[2011.0, 2017.0, 2016]>"
STI,STI,,0.10224317081997265,0.24168514412416853,2,Financials,2016,2017,0.0038295674801080274,0.3047131395132401,"<[2011.0, 2017.0, 2016]>"
STT,STT,,0.07625251965989499,0.18403547671840353,2,Financials,2016,2017,0.0024708544923198058,0.2912036899781703,"<[2011.0, 2017.0, 2016]>"
STX,STX,,0.0649205735804656,0.226457399103139,3,Information Technology,2015,2016,0.0016535576015441113,0.3005390835579515,"<[2011.0, 2017.0, 2015]>"
SWK,SWK,,0.04303897144066484,0.18403547671840353,0,Consumer Discretionary,2016,2017,0.013657056720381791,0.3339793732517999,"<[2011.0, 2017.0, 2016]>"
SYK,SYK,,0.010664358651652854,0.08869179600886917,1,Health Care,2016,2017,0.007628758314150531,0.31855307425633567,"<[2011.0, 2017.0, 2016]>"
SYMC,SYMC,,0.004899337973937174,0.019955654101995565,2,Information Technology,2016,2017,9.045120318580635E-5,0.24499730222556546,"<[2011.0, 2017.0, 2016]>"
SYY,SYY,,0.0623820767578384,0.16851441241685144,0,Consumer Staples,2016,2017,0.004331204685505646,0.3260838797943105,"<[2011.0, 2017.0, 2016]>"
TEL,TEL,,0.011740041758479787,0.04656319290465632,2,Information Technology,2016,2017,8.098472479269086E-6,0.24645648806371653,"<[2011.0, 2017.0, 2016]>"
TMK,TMK,,0.10696747106954411,0.24611973392461198,2,Financials,2016,2017,0.003049599963574619,0.31159671947212353,"<[2011.0, 2017.0, 2016]>"
TMO,TMO,,7.357994745948652E-4,0.03991130820399113,0,Health Care,2016,2017,0.0019632559708270022,0.27623527600732983,"<[2011.0, 2017.0, 2016]>"
TRV,TRV,,1.6154779795599385E-5,0.02466367713004484,3,Financials,2015,2016,0.012882349601924057,0.2460011031439603,"<[2011.0, 2017.0, 2015]>"
TWX,TWX,,0.0759816918492366,0.18181818181818182,2,Consumer Discretionary,2016,2017,7.716664779263037E-4,0.2953607733468808,"<[2011.0, 2017.0, 2016]>"
TXN,TXN,,0.10436170239183316,0.25942350332594233,0,Information Technology,2016,2017,0.008509529952898975,0.3337100350475646,"<[2011.0, 2017.0, 2016]>"
UHS,UHS,,2.1050809361196943E-7,0.004434589800443459,1,Health Care,2016,2017,3.9565279168696235E-5,0.19770685306210228,"<[2011.0, 2017.0, 2016]>"
