<ticker>,<date>,<open>,<high>,<low>,<close>,<vol>
AAAP,20160905,34.63,34.63,34.63,34.63,0
AAL,20160905,36.53,36.53,36.53,36.53,0
AAME,20160905,3.64,3.64,3.64,3.64,0
AAOI,20160905,17.51,17.51,17.51,17.51,0
AAON,20160905,28.99,28.99,28.99,28.99,0
AAPC,20160905,10.4,10.4,10.4,10.4,0
AAPL,20160905,107.73,107.73,107.73,107.73,0
AAWW,20160905,38.86,38.86,38.86,38.86,0
AAXJ,20160905,59.82,59.82,59.82,59.82,0
ABAC,20160905,2.64,2.64,2.64,2.64,0
ABAX,20160905,49.5,49.5,49.5,49.5,0
ABCB,20160905,35.25,35.25,35.25,35.25,0
ABCD,20160905,4.7,4.7,4.7,4.7,0
ABCO,20160905,42.22,42.22,42.22,42.22,0
ABDC,20160905,12.68,12.68,12.68,12.68,0
ABEO,20160905,4.47,4.47,4.47,4.47,0
ABEOW,20160905,2,2,2,2,0
ABIL,20160905,4.6,4.6,4.6,4.6,0
ABIO,20160905,2.88,2.88,2.88,2.88,0
ABMD,20160905,117.43,117.43,117.43,117.43,0
ABTL,20160905,16.7,16.7,16.7,16.7,0
ABTX,20160905,26.25,26.25,26.25,26.25,0
ABUS,20160905,3.76,3.76,3.76,3.76,0
ABY,20160905,19.02,19.02,19.02,19.02,0
ACAD,20160905,31.59,31.59,31.59,31.59,0
ACAS,20160905,17.05,17.05,17.05,17.05,0
ACAT,20160905,14.49,14.49,14.49,14.49,0
ACBI,20160905,15.38,15.38,15.38,15.38,0
ACET,20160905,20,20,20,20,0
ACFC,20160905,6.7,6.7,6.7,6.7,0
ACGL,20160905,81.75,81.75,81.75,81.75,0
ACHC,20160905,51.61,51.61,51.61,51.61,0
ACHN,20160905,8.12,8.12,8.12,8.12,0
ACIA,20160905,113.14,113.14,113.14,113.14,0
ACIW,20160905,19.54,19.54,19.54,19.54,0
ACLS,20160905,12.09,12.09,12.09,12.09,0
ACNB,20160905,27.48,27.48,27.48,27.48,0
ACOR,20160905,24.27,24.27,24.27,24.27,0
ACRS,20160905,20.86,20.86,20.86,20.86,0
ACRX,20160905,3.09,3.09,3.09,3.09,0
ACSF,20160905,11.31,11.31,11.31,11.31,0
ACST,20160905,1.35,1.35,1.35,1.35,0
ACTA,20160905,10.59,10.59,10.59,10.59,0
ACTG,20160905,7,7,7,7,0
ACTX,20160905,13.69,13.69,13.69,13.69,0
ACUR,20160905,1.68,1.68,1.68,1.68,0
ACWI,20160905,59.22,59.22,59.22,59.22,0
ACWX,20160905,41.67,41.67,41.67,41.67,0
ACXM,20160905,26.41,26.41,26.41,26.41,0
ADAP,20160905,6.62,6.62,6.62,6.62,0
ADBE,20160905,103.57,103.57,103.57,103.57,0
ADES,20160905,7.22,7.22,7.22,7.22,0
ADHD,20160905,4.77,4.77,4.77,4.77,0
ADI,20160905,63.15,63.15,63.15,63.15,0
ADMA,20160905,5.79,5.79,5.79,5.79,0
ADMP,20160905,2.83,2.83,2.83,2.83,0
ADMS,20160905,14.76,14.76,14.76,14.76,0
ADP,20160905,90.39,90.39,90.39,90.39,0
ADRA,20160905,28.17,28.17,28.17,28.17,0
ADRD,20160905,20.6,20.6,20.6,20.6,0
ADRE,20160905,34.7,34.7,34.7,34.7,0
ADRO,20160905,14.49,14.49,14.49,14.49,0
ADRU,20160905,20.23,20.23,20.23,20.23,0
ADSK,20160905,68.01,68.01,68.01,68.01,0
ADTN,20160905,18.83,18.83,18.83,18.83,0
ADUS,20160905,24.87,24.87,24.87,24.87,0
ADVM,20160905,3.74,3.74,3.74,3.74,0
ADXS,20160905,11.52,11.52,11.52,11.52,0
ADXSW,20160905,7.55,7.55,7.55,7.55,0
AEGN,20160905,19.01,19.01,19.01,19.01,0
AEHR,20160905,2.56,2.56,2.56,2.56,0
AEIS,20160905,45.39,45.39,45.39,45.39,0
AEMD,20160905,5.3,5.3,5.3,5.3,0
AEPI,20160905,111.39,111.39,111.39,111.39,0
AERI,20160905,19.6,19.6,19.6,19.6,0
AETI,20160905,2.76,2.76,2.76,2.76,0
AEY,20160905,1.96,1.96,1.96,1.96,0
AEZS,20160905,3.53,3.53,3.53,3.53,0
AFAM,20160905,36.63,36.63,36.63,36.63,0
