<ticker>,<date>,<open>,<high>,<low>,<close>,<vol>
AAAP,20160204,25.05,27.31,24.52,26.44,12500
AAL,20160204,37.34,38.6,36.7,38.21,8599600
AAME,20160204,4.5,4.5,4.49,4.5,1300
AAOI,20160204,15.3,16.38,15.3,16.15,226900
AAON,20160204,20.95,21.42,20.87,20.94,95700
AAPC,20160204,10.2,10.2,10.2,10.2,0
AAPL,20160204,95.86,97.33,95.19,96.6,46471600
AAWW,20160204,34.97,35.9,34.96,35.42,440200
AAXJ,20160204,49.11,49.59,48.78,49.04,1453000
ABAC,20160204,2.24,2.36,2,2.36,21900
ABAX,20160204,41.31,41.99,40.8,41.25,466900
ABCB,20160204,27.81,28.17,27.22,27.4,174800
ABCD,20160204,4.47,4.5,4.36,4.39,11200
ABCO,20160204,43.3,43.99,43.25,43.54,148100
ABDC,20160204,10.48,10.58,10.06,10.2,43500
ABEO,20160204,2.36,2.55,2.36,2.47,20200
ABEOW,20160204,0.73,0.73,0.73,0.73,0
ABIL,20160204,7.09,7.24,7,7.18,22400
ABIO,20160204,3.54,3.98,3.54,3.8,20200
ABMD,20160204,89.52,92.57,87.26,92,2240700
ABTL,20160204,16.9,17.57,16.21,17.41,88300
ABTX,20160204,18.83,19.33,18.61,19.25,20600
ABUS,20160204,3.15,3.23,3.05,3.17,193800
ABY,20160204,16.42,17.23,16.42,16.85,472200
ACAD,20160204,18.8,20.75,18.6,20.29,2879700
ACAS,20160204,13.83,14.07,13.83,14.01,1554200
ACAT,20160204,13.79,14.96,13.76,14.81,782500
ACBI,20160204,13.25,13.3,12.26,13.25,29200
ACET,20160204,22.45,23.12,22.15,22.98,209800
ACFC,20160204,5.48,5.68,5.48,5.6,1500
ACGL,20160204,66.25,66.8,65.46,65.96,541200
ACHC,20160204,59.7,60.52,58.45,59.72,516500
ACHN,20160204,6.45,6.96,6.35,6.7,1627100
ACIW,20160204,17.75,17.93,17.01,17.54,348600
ACLS,20160204,9.68,10.16,9.4,9.92,743100
ACNB,20160204,21.65,21.9,21.4,21.74,2100
ACOR,20160204,37.59,39.02,37.06,37.28,514500
ACRS,20160204,21.95,22.26,20.94,21.97,16900
ACRX,20160204,3.64,3.79,3.53,3.59,145900
ACSF,20160204,8.83,8.98,8.65,8.82,32900
ACST,20160204,1.6,1.6,1.49,1.5,5900
ACTA,20160204,9.21,9.36,9.15,9.26,102700
ACTG,20160204,3.6,3.9,3.6,3.75,770400
ACTX,20160204,11.75,11.75,11.75,11.75,1100
ACUR,20160204,2.15,2.19,2.05,2.05,16100
ACWI,20160204,51.95,52.52,51.82,52.19,2635700
ACWX,20160204,36.81,37.16,36.71,36.94,1230700
ACXM,20160204,18.27,18.49,17.98,18.2,308500
ADAP,20160204,7.35,7.9,7.13,7.55,314900
ADBE,20160204,87.82,87.97,85.78,86.36,3417300
ADHD,20160204,5.15,5.35,5.15,5.21,43800
ADI,20160204,51.21,52.15,50.89,51.67,1772200
ADMA,20160204,5.67,5.7,5.51,5.59,10800
ADMP,20160204,4.75,4.75,4.67,4.67,12600
ADMS,20160204,16.4,17.19,16.03,16.39,330400
ADP,20160204,82.03,82.9,81.55,82.8,1822700
ADRA,20160204,23.8,23.8,23.8,23.8,0
ADRD,20160204,19.02,19.25,19.02,19.12,8500
ADRE,20160204,26.63,27,26.63,26.92,11600
ADRO,20160204,14.99,16.1,14.79,15.59,320400
ADRU,20160204,18.86,18.86,18.85,18.86,300
ADSK,20160204,49.46,50.74,48.62,49.51,2402700
ADTN,20160204,18.65,19.13,18.46,18.93,993700
ADUS,20160204,21.54,21.86,20.34,21.45,46100
ADXS,20160204,6.5,7.24,6.4,6.82,827100
ADXSW,20160204,4.05,4.25,3.99,4.25,9500
AEGN,20160204,17.69,18.2,17.69,17.95,177200
AEHR,20160204,1.3,1.38,1.16,1.22,2300
AEIS,20160204,28.25,28.64,28.18,28.43,233700
AEMD,20160204,6.38,6.38,6,6,17900
AEPI,20160204,81.41,83.51,80,80,24300
AERI,20160204,16.14,17.11,15.77,16.37,283700
AETI,20160204,2.65,2.83,2.54,2.69,6700
AEY,20160204,1.81,1.81,1.78,1.78,4600
AEZS,20160204,2.94,3.17,2.94,3.06,172500
AFAM,20160204,36.41,37.14,35.86,36.72,39700
AFH,20160204,17.36,17.43,17,17.1,51000
AFMD,20160204,3.32,3.6,3.25,3.32,142700
AFSI,20160204,27.74,27.81,27.15,27.47,537000
AGEN,20160204,2.94,3.17,2.94,3.05,1401000
AGFS,20160204,5.23,5.6,5.2,5.5,56600
AGFSW,20160204,0.74,0.89,0.74,0.89,2300
AGII,20160204,56.79,59.95,55.57,55.9,91300
AGIIL,20160204,25.3,25.48,25.04,25.45,4800
AGIO,20160204,36.85,41.06,36.22,37.94,1735600
AGNC,20160204,17.77,17.91,17.71,17.85,7654100
AGNCB,20160204,23.84,23.94,23.77,23.9,14000
AGNCP,20160204,25.46,25.65,25.41,25.63,13900
AGND,20160204,42.73,42.73,42.73,42.73,0
AGRX,20160204,5.96,6.49,5.94,6.22,111100
AGTC,20160204,14.25,15.43,14.14,14.46,58000
AGYS,20160204,9.85,9.9,9.57,9.89,45500
AGZD,20160204,47.09,47.09,47.09,47.09,0
AHGP,20160204,18.1,18.6,17.5,18.11,242200
AHPI,20160204,0.86,0.86,0.83,0.84,1000
AIA,20160204,38.46,38.88,38.28,38.43,44500
