<ticker>,<date>,<open>,<high>,<low>,<close>,<vol>
AAAP,20160803,31.42,32.98,31.36,32.1,77100
AAL,20160803,33.47,33.96,33.17,33.48,8254200
AAME,20160803,4.18,4.25,4.1,4.25,2100
AAOI,20160803,11.79,12.36,11.67,12.27,241500
AAON,20160803,26.25,26.35,26.09,26.3,95500
AAPC,20160803,10.1,10.15,10.1,10.1,1400
AAPL,20160803,104.81,105.84,104.77,105.79,30202600
AAWW,20160803,40.28,40.28,37.09,38.25,694900
AAXJ,20160803,56.88,57.36,56.81,57.34,1086200
ABAC,20160803,2.76,2.76,2.36,2.6,32600
ABAX,20160803,48.75,49.56,48.73,49.38,81200
ABCB,20160803,32.65,32.98,32.35,32.8,139200
ABCD,20160803,4.79,4.87,4.79,4.87,5600
ABCO,20160803,41.07,41.78,40.54,41.44,240800
ABDC,20160803,12.23,12.37,12.2,12.23,20500
ABEO,20160803,3,3.36,2.98,3.27,282600
ABEOW,20160803,1.1,1.6,1.1,1.39,4400
ABIL,20160803,5.08,5.44,5.03,5.32,63100
ABIO,20160803,3.12,3.2,3.07,3.07,9900
ABMD,20160803,119.05,119.85,118.32,118.58,371900
ABTL,20160803,14.71,15.2,14.71,15.15,86400
ABTX,20160803,24.53,24.75,23.1,24.14,58600
ABUS,20160803,4.06,4.43,4.06,4.4,114000
ABY,20160803,19.54,19.88,19.34,19.73,357300
ACAD,20160803,36.44,37.38,36,37.17,1402300
ACAS,20160803,16.47,16.55,16.42,16.55,1809800
ACAT,20160803,14.48,14.98,14.35,14.95,137000
ACBI,20160803,14.51,15.04,14.46,15.01,59700
ACET,20160803,25.07,25.58,24.69,25.31,96300
ACFC,20160803,6.02,6.03,5.96,6,1300
ACGL,20160803,73.74,73.88,73.22,73.87,324500
ACHC,20160803,51.08,53.54,51.07,52.87,1204000
ACHN,20160803,8.63,8.8,8.53,8.72,767300
ACIA,20160803,60.58,62.19,58.88,61,506600
ACIW,20160803,18.91,19.16,18.83,18.89,482000
ACLS,20160803,11.05,11.49,10.75,11.02,499800
ACNB,20160803,25.46,25.46,24.86,25.26,4700
ACOR,20160803,24.91,25.24,24.54,24.9,628700
ACRS,20160803,19.3,19.3,18.61,18.88,44400
ACRX,20160803,3.65,3.84,3.57,3.76,697200
ACSF,20160803,10.28,10.5,10.2,10.36,48000
ACST,20160803,1.55,1.59,1.5,1.56,6300
ACTA,20160803,9.99,10.18,9.98,10.05,135300
ACTG,20160803,5.88,6.01,5.81,5.9,635500
ACTX,20160803,13.55,13.55,13.55,13.55,0
ACUR,20160803,1.8,1.9,1.8,1.88,11500
ACWI,20160803,57.59,57.88,57.53,57.86,1272600
ACWX,20160803,39.89,40.12,39.81,40.11,695800
ACXM,20160803,22.87,23.21,22.87,23,940900
ADAP,20160803,8.76,8.89,8.63,8.78,81300
ADBE,20160803,96.06,96.68,95.65,96.67,2071100
ADES,20160803,6.59,7.04,6.57,6.72,16200
ADHD,20160803,4.34,5.23,4.18,5,191900
ADI,20160803,62.65,63.58,62.24,62.87,1899900
ADMA,20160803,6.24,6.55,6.17,6.55,72400
ADMP,20160803,2.8,2.85,2.75,2.75,139900
ADMS,20160803,14.45,14.83,14.2,14.83,84000
ADP,20160803,88.24,88.3,87.55,88.19,2249600
ADRA,20160803,26.93,26.93,26.71,26.72,2100
ADRD,20160803,19.95,19.95,19.81,19.86,102800
ADRE,20160803,32.52,32.75,32.52,32.75,2900
ADRO,20160803,14.43,15.11,14.4,15.09,212400
ADRU,20160803,19.53,19.54,19.46,19.54,1500
ADSK,20160803,57.78,58.4,56.8,57.95,2727500
ADTN,20160803,17.86,18.06,17.75,18.04,188200
ADUS,20160803,21.22,21.3,19.22,21.12,86400
ADVM,20160803,3.55,4.47,3.45,4.33,2293200
ADXS,20160803,11.25,14.25,11.11,13.69,5776400
ADXSW,20160803,7.48,9.76,7.24,9.59,126100
AEGN,20160803,20.21,20.21,19.11,19.19,259500
AEHR,20160803,1.75,1.8,1.69,1.8,12400
AEIS,20160803,40.03,40.74,39.81,40.57,342100
AEMD,20160803,6.6,6.66,6.27,6.59,20500
AEPI,20160803,77.78,79.51,76.35,76.96,39100
AERI,20160803,17.25,18.07,16.85,18.03,515500
AETI,20160803,2.64,2.64,2.51,2.52,4500
AEY,20160803,1.89,2,1.89,2,3000
AEZS,20160803,3.36,3.53,3.35,3.43,86800
AFAM,20160803,39.79,40.98,39.4,40.72,68100
AFH,20160803,16.8,16.89,15.2,15.54,236600
AFMD,20160803,2.92,3.2,2.8,3.16,228700
AFSI,20160803,24.84,25.63,24.83,25.6,1175800
AGEN,20160803,5.5,5.85,5.48,5.75,1132800
AGFS,20160803,5.91,6.23,5.89,6.11,82200
AGFSW,20160803,0.93,0.93,0.9,0.9,800
AGII,20160803,55.48,57.65,53.91,54.15,383500
AGIIL,20160803,25.91,26.26,25.83,26.2,8300
AGIO,20160803,44.71,46.1,44.71,46.02,506700
AGLE,20160803,4.77,4.77,4.6,4.62,3400
AGNC,20160803,19.5,19.69,19.43,19.69,2693500
AGNCB,20160803,26.36,26.4,26.08,26.21,13000
AGNCP,20160803,26.5,26.62,26.5,26.59,2000
AGND,20160803,42.01,42.01,42.01,42.01,200
AGRX,20160803,7.13,7.28,7,7.05,32700
AGTC,20160803,14.99,15.66,14.99,15.51,47600
AGYS,20160803,11,11,10.53,10.68,12700
AGZD,20160803,47.64,47.64,47.64,47.64,0
AHGP,20160803,24.17,25.3,23.86,25.22,79200
AHPI,20160803,0.64,0.64,0.56,0.59,36200
AIA,20160803,46.58,46.87,46.49,46.84,11700
AIMC,20160803,27.93,28.07,27.81,27.89,112500
AIMT,20160803,12.29,12.65,12.05,12.39,180000
AINV,20160803,5.64,5.75,5.64,5.75,569100
AIQ,20160803,5.78,5.84,5.73,5.79,10100
AIRM,20160803,31.11,32.27,30.57,31.98,615900
AIRR,20160803,19.03,19.16,19.02,19.1,22300
AIRT,20160803,21.76,22,21.6,21.6,1300
AIXG,20160803,6.22,6.22,6.19,6.2,29600
AKAM,20160803,49.86,49.98,49.16,49.44,1909000
AKAO,20160803,3.6,3.89,3.6,3.78,159600
AKBA,20160803,8.74,9,8.74,8.89,163200
AKER,20160803,3.16,3.2,3.02,3.19,25800
AKRX,20160803,32.98,33.4,32.66,33.01,1465000
AKTX,20160803,12.22,12.22,11.5,11.5,2600
ALCO,20160803,28.57,28.76,28.56,28.76,14000
ALDR,20160803,29.83,31.44,29.65,31.36,342200
ALDX,20160803,6.02,6.16,5.92,6,15600
ALGN,20160803,90.52,92.04,90.02,91.95,1043500
ALGT,20160803,123.5,124.52,121.7,122.82,194300
ALIM,20160803,2.07,2.09,1.9,2,957600
ALJJ,20160803,4.6,4.6,4.45,4.57,20400
ALKS,20160803,48.54,49.74,48.01,49.55,638400
ALLT,20160803,4.61,4.68,4.6,4.66,56500
ALNY,20160803,70.46,71.48,69.8,71.36,444100
ALOG,20160803,84.17,85.28,83.24,84.81,59400
ALOT,20160803,15.96,15.96,15.61,15.71,7000
ALQA,20160803,1.11,1.13,1.1,1.1,35000
ALRM,20160803,28.45,28.58,28,28.47,134300
ALSK,20160803,1.65,1.69,1.65,1.68,34600
ALTY,20160803,15.43,15.49,15.39,15.47,1100
ALXN,20160803,133.23,138.24,132.58,137.66,2084000
AMAG,20160803,26.4,27.04,26.24,27.01,688600
AMAT,20160803,25.9,26.22,25.86,26.2,5615600
AMBA,20160803,56.12,57.39,55.75,56.76,594200
AMBC,20160803,17.85,18.33,17.85,18.24,188900
AMBCW,20160803,8.34,8.44,8.32,8.44,1200
AMCC,20160803,6.68,6.74,6.55,6.73,320500
AMCN,20160803,2.62,2.74,2.61,2.74,173400
AMCX,20160803,54.84,56.38,54.56,56.33,1042000
AMD,20160803,6.18,6.45,6.15,6.3,23807800
AMDA,20160803,0.8,0.82,0.78,0.8,532400
AMED,20160803,50.16,51.78,45.48,51.08,1910200
AMGN,20160803,173.74,174.39,172.28,173.43,3911700
AMKR,20160803,7.33,7.56,7.29,7.52,3269800
AMNB,20160803,25.79,26.43,25.79,26.3,6200
AMOT,20160803,22.53,22.53,22.33,22.5,17300
AMPH,20160803,16,16.35,15.9,16.29,242400
AMRB,20160803,10.5,10.5,10.45,10.5,10500
AMRI,20160803,14.1,14.49,13.85,14.32,217200
AMRK,20160803,16.64,16.75,16.34,16.64,42900
AMRN,20160803,3.21,3.36,3.13,3.32,15312800
AMRS,20160803,0.42,0.45,0.34,0.34,7818900
AMSC,20160803,8.8,9.06,8.71,8.89,44800
AMSF,20160803,55.63,56.65,55.53,56.13,126200
AMSWA,20160803,10.93,11.04,10.84,11.02,26800
AMTD,20160803,29.51,30.18,29.51,30.04,2009600
AMTX,20160803,2,2,1.98,1.98,13100
AMWD,20160803,75,75.16,74.12,74.8,82900
AMZN,20160803,757.06,758.89,752.25,754.64,3581500
ANAT,20160803,114.09,115.64,113.81,115.27,18300
ANCB,20160803,26,26.1,25.99,26.1,4200
ANCX,20160803,21.84,21.84,21.32,21.57,10500
ANDA,20160803,9.8,9.8,9.8,9.8,0
ANDAR,20160803,0.25,0.25,0.25,0.25,0
ANDAU,20160803,10.1,10.1,10.1,10.1,0
ANDAW,20160803,0.1,0.1,0.1,0.1,0
ANDE,20160803,35.98,36.46,35.73,36.22,114100
ANGI,20160803,8.06,8.1,7.93,8.01,194600
ANGO,20160803,15.33,15.34,14.96,15.19,358300
ANIK,20160803,49.2,49.2,47.82,48.1,175500
