<ticker>,<date>,<open>,<high>,<low>,<close>,<vol>
AAAP,20160914,34.14,34.59,33.83,34.3,37600
AAL,20160914,37,37.2,36.25,36.39,8092800
AAME,20160914,3.49,3.5,3.28,3.47,7100
AAOI,20160914,20.23,21.72,20.05,21.6,893400
AAON,20160914,27.34,27.36,27.11,27.3,93300
AAPC,20160914,10.47,10.49,10.44,10.49,1197400
AAPL,20160914,108.6,113.03,108.6,111.77,112328700
AAWW,20160914,37.91,38.09,37.46,37.54,157300
AAXJ,20160914,58.56,59.09,58.55,58.61,1051400
ABAC,20160914,1.8,2.49,1.75,2.24,127100
ABAX,20160914,47.54,48.33,47.54,47.89,86400
ABCB,20160914,35.5,35.75,35.18,35.3,180700
ABCD,20160914,5.2,5.3,5.09,5.15,18100
ABCO,20160914,43.26,43.26,42.49,42.63,153400
ABDC,20160914,12.89,12.89,12.65,12.67,36800
ABEO,20160914,4.93,5.03,4.86,4.99,127800
ABEOW,20160914,2.13,2.13,2.13,2.13,0
ABIL,20160914,3.82,3.84,3.65,3.71,18500
ABIO,20160914,2.96,3.09,2.95,3.05,18900
ABMD,20160914,117.37,119.26,117.37,118.52,249600
ABTL,20160914,16.23,16.71,16.23,16.63,87900
ABTX,20160914,27.74,27.92,27.7,27.81,30700
ABUS,20160914,3.6,3.8,3.6,3.75,80900
ABY,20160914,18.9,19.07,18.26,19,879100
ACAD,20160914,31.81,34.34,31.81,33.41,2253600
ACAS,20160914,16.8,16.83,16.7,16.74,1778600
ACAT,20160914,14.39,14.75,14.14,14.28,247400
ACBI,20160914,15.26,15.43,15.25,15.32,24400
ACET,20160914,18.33,18.93,18.25,18.41,503900
ACFC,20160914,6.42,6.64,6.27,6.33,8300
ACGL,20160914,81.08,81.33,80.55,80.65,291200
ACHC,20160914,51.34,51.56,49.7,50.19,1132000
ACHN,20160914,7.65,7.9,7.58,7.7,1138900
ACIA,20160914,108.44,110.91,104.5,105.06,1445300
ACIW,20160914,18.08,18.28,17.89,17.97,199500
ACLS,20160914,12.73,12.73,12.01,12.11,180000
ACNB,20160914,26.93,27.25,26.73,26.99,6500
ACOR,20160914,24.97,25.25,24.52,25.06,556400
ACRS,20160914,23.8,24.45,23.33,23.91,92000
ACRX,20160914,3.25,3.32,3.21,3.28,176900
ACSF,20160914,10.74,10.93,10.6,10.66,50800
ACST,20160914,1.41,3.09,1.38,2.81,5372000
ACTA,20160914,10.29,10.37,10.11,10.13,40300
ACTG,20160914,6.19,6.24,6.02,6.07,584800
ACTX,20160914,13.49,13.49,13.49,13.49,0
ACUR,20160914,1.52,1.6,1.45,1.47,29800
ACWI,20160914,57.65,58.05,57.52,57.64,2454300
ACWX,20160914,40.46,40.69,40.38,40.46,416300
ACXM,20160914,25.87,26.07,25.72,25.74,288900
ADAP,20160914,7.13,7.67,7.13,7.5,63400
ADBE,20160914,98.94,99.55,98.49,98.79,2028900
ADES,20160914,7.9,8.96,7.9,8.39,185400
ADHD,20160914,4.74,4.76,4.55,4.61,127500
ADI,20160914,60.51,61.18,60.12,60.92,1908600
ADMA,20160914,5.43,5.84,5.34,5.52,32700
ADMP,20160914,2.91,2.97,2.86,2.94,267500
ADMS,20160914,16.15,16.6,15.82,16.45,233200
ADP,20160914,86.51,87.24,86.45,86.69,1173200
ADRA,20160914,27.87,27.87,27.79,27.79,200
ADRD,20160914,20,20,20,20,200
ADRE,20160914,33.81,34.1,33.81,33.96,2200
ADRO,20160914,13.71,14.01,13.51,13.62,249000
ADRU,20160914,19.51,19.51,19.51,19.51,0
ADSK,20160914,65.76,66.24,65.06,65.51,1843700
ADTN,20160914,18.26,18.46,18.15,18.15,222800
ADUS,20160914,24.93,25.01,24.33,24.56,36800
ADVM,20160914,3.68,3.8,3.56,3.62,184900
ADXS,20160914,10.39,10.84,10.32,10.76,626300
ADXSW,20160914,6.91,6.91,6.71,6.71,1200
AEGN,20160914,17.79,17.8,17.27,17.36,294400
AEHR,20160914,2.29,2.39,2.29,2.3,12300
AEIS,20160914,44.36,44.71,43.51,43.56,300200
AEMD,20160914,4.83,4.83,4.64,4.77,14700
AEPI,20160914,109.6,109.6,108.19,108.49,64300
AERI,20160914,21.15,21.99,20.3,21.13,3549000
AETI,20160914,2.96,3.15,2.6,2.82,87600
AEY,20160914,1.84,1.89,1.84,1.85,4400
AEZS,20160914,3.44,3.51,3.38,3.41,112800
AFAM,20160914,35.81,36.14,35.31,35.41,29800
AFH,20160914,17.38,17.4,17.14,17.15,21100
AFMD,20160914,3.02,3.02,2.8,2.85,25900
AFSI,20160914,25.89,26.58,25.89,26.33,383200
AGEN,20160914,6.25,6.74,6.25,6.52,1762600
AGFS,20160914,5.92,5.98,5.68,5.83,352000
AGFSW,20160914,0.75,0.75,0.75,0.75,2800
AGII,20160914,56,56.31,55.33,55.43,148300
AGIIL,20160914,25.87,26,25.56,25.84,3400
AGIO,20160914,43.99,45.78,43.3,45.26,948200
AGLE,20160914,7.77,8.2,7.5,8.11,31100
AGNC,20160914,19.25,19.49,19.2,19.3,3646800
AGNCB,20160914,26.2,26.25,26.08,26.12,5100
AGNCP,20160914,25.9,26.2,25.9,26.18,11400
AGND,20160914,42.57,42.6,42.38,42.43,15100
AGRX,20160914,7.15,7.17,6.94,7.04,14700
AGTC,20160914,9.05,9.12,8.5,8.84,626700
AGYS,20160914,10.71,10.92,10.63,10.75,9700
AGZD,20160914,47.93,47.93,47.93,47.93,0
