<ticker>,<date>,<open>,<high>,<low>,<close>,<vol>
AAAP,20160518,28.03,28.49,27.5,27.84,35500
AAL,20160518,32.61,33.36,32.34,32.61,9136200
AAME,20160518,3.42,3.42,3.42,3.42,400
AAOI,20160518,9.12,9.6,9.12,9.37,368400
AAON,20160518,27.06,27.55,26.86,27.3,184100
AAPC,20160518,10.37,10.4,10.37,10.4,800
AAPL,20160518,94.16,95.21,93.89,94.56,42062300
AAWW,20160518,42.53,43.05,42.09,42.43,430900
AAXJ,20160518,51.49,51.92,51.09,51.36,661400
ABAC,20160518,2.48,2.48,2.4,2.4,2200
ABAX,20160518,43.6,45.15,42.47,44.94,199300
ABCB,20160518,30.16,31.16,30.16,31,242100
ABCD,20160518,4.25,4.41,4.19,4.33,67100
ABCO,20160518,32.66,33.03,31.98,32.1,530300
ABDC,20160518,12,12.06,11.55,11.88,10900
ABEO,20160518,2.43,2.52,2.41,2.51,38800
ABEOW,20160518,0.7,0.7,0.7,0.7,0
ABIL,20160518,2.95,2.95,2.83,2.84,20200
ABIO,20160518,3.41,3.41,3.27,3.32,27800
ABMD,20160518,93.75,95.35,92.03,95.06,539100
ABTL,20160518,12.38,13.11,12.38,13.07,193800
ABTX,20160518,21.27,22.18,21.27,22.13,42900
ABUS,20160518,3.9,4.06,3.9,4.01,155400
ABY,20160518,16.61,17.19,16.47,16.83,503200
ACAD,20160518,31.44,32.95,31.44,32.51,3186000
ACAS,20160518,15.81,15.94,15.55,15.64,1586300
ACAT,20160518,13.62,14.04,13.42,13.79,244400
ACBI,20160518,13.78,14,13.76,14,46900
ACET,20160518,20.09,21.37,20,20.96,171700
ACFC,20160518,6.41,6.42,6.3,6.3,4400
ACGL,20160518,70.66,71.9,70.54,71.64,339800
ACHC,20160518,56.91,57.36,55.63,56.33,554800
ACHN,20160518,8,8.29,7.99,8.16,1258000
ACIA,20160518,28.78,29.43,27.56,28,251200
ACIW,20160518,19.27,19.75,18.85,19.41,569600
ACLS,20160518,9.04,9.4,9.04,9.2,561900
ACNB,20160518,22.29,23,22.26,23,31400
ACOR,20160518,26.11,26.55,25.98,26.54,563200
ACRS,20160518,19.09,20.6,19,19.92,39800
ACRX,20160518,3.21,3.28,3.18,3.2,120900
ACSF,20160518,9.99,10.19,9.87,10.07,37200
ACST,20160518,1.38,1.4,1.38,1.39,1700
ACTA,20160518,8.69,9.24,8.63,8.88,100900
ACTG,20160518,4.77,4.9,4.64,4.66,435700
ACTX,20160518,12.87,12.87,12.87,12.87,0
ACUR,20160518,2.39,2.54,2.37,2.39,5500
ACWI,20160518,55.76,56.24,55.47,55.77,2208000
ACWX,20160518,39.27,39.67,39.11,39.23,784500
ACXM,20160518,19.88,20.94,19.11,19.67,3080900
ADAP,20160518,9,9.48,8.84,9.32,71900
