<ticker>,<date>,<open>,<high>,<low>,<close>,<vol>
AAAP,20160311,33.5,34.6,32.56,32.56,24500
AAL,20160311,41.89,42.5,41.7,42.47,5701400
AAME,20160311,4.26,4.26,4.07,4.26,2200
AAOI,20160311,17.54,17.63,17.18,17.61,128600
AAON,20160311,25.38,25.48,25.08,25.27,267100
AAPC,20160311,10.23,10.43,10.23,10.43,400
AAPL,20160311,102.24,102.28,101.5,102.26,27408200
AAWW,20160311,39.27,40.76,39.27,40.67,248700
AAXJ,20160311,52.62,53.11,52.51,53.08,787000
ABAC,20160311,2.68,2.68,2.44,2.48,6900
ABAX,20160311,41.99,42.97,41.88,42.75,163600
ABCB,20160311,28.16,28.44,28.01,28.42,134100
ABCD,20160311,4.39,4.5,4.34,4.5,39800
ABCO,20160311,28.88,29,28.14,28.59,635300
ABDC,20160311,10.7,10.7,10.35,10.52,39500
ABEO,20160311,2.72,2.79,2.69,2.79,26100
ABEOW,20160311,0.9,0.9,0.9,0.9,0
ABIL,20160311,6.45,6.45,6.4,6.4,2200
ABIO,20160311,3.73,3.78,3.64,3.64,2500
ABMD,20160311,86.7,87.82,85.36,87.66,446000
ABTL,20160311,20.5,21.4,19.07,20.4,345200
ABTX,20160311,18.19,18.3,17.9,18.3,17800
ABUS,20160311,3.79,3.91,3.7,3.85,118900
ABY,20160311,18.23,18.43,17.76,17.87,790100
ACAD,20160311,19.48,20.22,19.13,20.19,1742500
ACAS,20160311,14.24,14.41,14.2,14.34,1669600
ACAT,20160311,17.13,17.75,16.1,16.64,457800
ACBI,20160311,13.23,13.37,12.63,13.32,17000
ACET,20160311,22.55,23.13,22.55,23.11,250500
ACFC,20160311,5.76,5.8,5.73,5.79,18900
ACGL,20160311,69.37,70.14,69.1,70.13,218200
ACHC,20160311,54.44,55.54,54.25,55.1,1412400
ACHN,20160311,7.18,7.51,7.08,7.5,1429300
ACIW,20160311,19.67,20.16,19.57,20.06,621600
ACLS,20160311,11.08,11.16,10.6,11.08,293000
ACNB,20160311,21.85,22.46,21.51,22.1,5700
ACOR,20160311,34.9,36.18,31,32,2682400
ACRS,20160311,17.01,17.01,16.53,16.84,18400
ACRX,20160311,3.61,3.72,3.57,3.62,389600
ACSF,20160311,9.55,9.64,9.5,9.52,18800
ACST,20160311,1.74,1.74,1.71,1.71,800
ACTA,20160311,8.96,9.18,8.71,9.15,105500
ACTG,20160311,3.5,3.56,3.41,3.53,477500
ACTX,20160311,12.31,12.31,12.31,12.31,0
ACUR,20160311,2.08,2.14,2.08,2.11,16500
ACWI,20160311,54.9,55.38,54.9,55.36,1583800
