<ticker>,<date>,<open>,<high>,<low>,<close>,<vol>
AAAP,20160107,30.02,30.02,28.36,29.65,16900
AAL,20160107,40.97,41.52,39.68,40.45,11312800
AAME,20160107,4.66,4.66,4.41,4.58,1600
AAOI,20160107,15.48,16.03,14.92,15.29,374300
AAON,20160107,21.26,21.47,21.09,21.21,158200
AAPC,20160107,10.14,10.14,10.14,10.14,0
AAPL,20160107,98.68,100.13,96.43,96.45,81094400
AAWW,20160107,38.34,41.19,35.81,35.92,381900
AAXJ,20160107,49.68,50.46,49.52,49.52,964100
ABAC,20160107,3,3.48,3,3.48,2200
ABAX,20160107,53.97,54.79,52.82,53.08,140900
ABCB,20160107,31.7,32.17,31.43,31.54,366400
ABCD,20160107,4.85,5.03,4.77,4.78,28400
ABCO,20160107,46.23,47.32,45.96,46.38,198300
ABDC,20160107,11.86,11.87,11.53,11.7,27200
ABEO,20160107,3.17,3.22,2.92,2.93,190500
ABEOW,20160107,1.05,1.13,1.05,1.07,1500
ABIL,20160107,9.79,9.79,9.5,9.6,21800
ABIO,20160107,4.54,4.62,4.4,4.42,68600
ABMD,20160107,83.71,84.88,81.92,81.92,565300
ABTL,20160107,19.57,19.72,18.55,18.81,151900
ABTX,20160107,22.51,22.54,22.25,22.4,27500
ABUS,20160107,4.15,4.26,4.01,4.1,469200
ABY,20160107,17.7,17.93,17.47,17.5,607300
ACAD,20160107,28.35,29.03,27.51,28.73,5372800
ACAS,20160107,14.06,14.31,13.95,13.97,4791600
ACAT,20160107,14.98,15.41,14.9,14.97,247900
ACBI,20160107,14.3,14.45,14.3,14.41,160300
ACET,20160107,23.27,23.59,22.72,22.75,212200
ACFC,20160107,5.75,6.2,5.75,6.04,32500
ACGL,20160107,68.05,69.67,68.05,69.14,472700
ACHC,20160107,61.31,62.59,60.79,61.52,3787300
ACHN,20160107,9.5,9.65,8.92,9,2424300
ACIW,20160107,20.14,20.38,19.51,19.6,528100
ACLS,20160107,10.28,10.44,9.8,9.88,466200
ACNB,20160107,21.3,21.48,21.3,21.48,1900
ACOR,20160107,41.11,42.4,39.73,41.01,607000
ACRS,20160107,25.09,26.06,23.8,23.98,27500
ACRX,20160107,3.59,3.62,3.3,3.4,602200
ACSF,20160107,9.66,9.78,9.59,9.59,51100
ACST,20160107,2.23,2.23,2.02,2.05,47100
ACTA,20160107,10.6,10.64,9.87,9.95,187700
ACTG,20160107,4.08,4.14,3.74,3.77,896800
ACTX,20160107,12.15,12.15,12.15,12.15,200
ACUR,20160107,2.35,2.35,2.12,2.13,18200
ACWI,20160107,53.1,53.56,52.69,52.79,3396400
ACWX,20160107,37.32,37.71,37.2,37.23,1906200
ACXM,20160107,19.32,19.61,18.96,18.99,587200
ADAP,20160107,11.34,11.82,10.17,10.65,825700
