<ticker>,<date>,<open>,<high>,<low>,<close>,<vol>
AAAP,20160129,23.19,24.97,23.17,24.88,60700
AAL,20160129,37.52,39.08,36.6,38.99,20957400
AAME,20160129,4.49,4.5,4.36,4.36,3600
AAOI,20160129,16.26,16.66,15.87,16.37,227300
AAON,20160129,20.52,21.57,20.52,21.53,269000
AAPC,20160129,10.17,10.25,10.17,10.25,462400
AAPL,20160129,94.79,97.34,94.35,97.34,64416500
AAWW,20160129,34.76,36.81,34.76,36.73,324200
AAXJ,20160129,49.18,49.79,49.16,49.75,1720300
ABAC,20160129,2.64,2.64,2.48,2.48,1200
ABAX,20160129,37.71,45.19,37.71,43.55,1334000
ABCB,20160129,28.05,28.95,27.83,28.93,330500
ABCD,20160129,4.4,4.54,4.37,4.5,23000
ABCO,20160129,43.82,46.02,43.65,45.77,352000
ABDC,20160129,10.61,11.02,10.61,10.79,27600
ABEO,20160129,2.43,2.63,2.42,2.61,163100
ABEOW,20160129,0.9,0.92,0.81,0.92,8200
ABIL,20160129,8.74,8.74,8.43,8.55,14100
ABIO,20160129,3.79,3.92,3.72,3.79,17100
ABMD,20160129,81.96,85.49,81.34,85.33,608400
ABTL,20160129,17.66,18.5,17.66,18.25,87300
ABTX,20160129,18,18.6,17.06,18.55,65300
ABUS,20160129,3.25,3.43,3.12,3.14,443500
ABY,20160129,17.93,18.51,14.61,16.95,2675100
ACAD,20160129,20.38,21.58,19.21,20.69,4948700
ACAS,20160129,13.84,14.07,13.69,14.02,3745700
ACAT,20160129,10.66,12.31,10.3,12.31,872600
ACBI,20160129,13.4,13.4,13.3,13.35,82200
ACET,20160129,22.43,23.08,22.34,22.85,206000
ACFC,20160129,5.71,5.85,5.55,5.55,15400
ACGL,20160129,66.75,67.6,66.4,67.55,602700
ACHC,20160129,58.16,61.22,57.06,61.03,1291700
ACHN,20160129,7.09,7.13,6.43,6.76,2923400
ACIW,20160129,17.5,17.92,17.5,17.9,950500
ACLS,20160129,10.12,10.48,10,10.48,902400
ACNB,20160129,21.34,21.8,21.34,21.53,6700
ACOR,20160129,35.95,37.21,35.5,36.82,776200
ACRS,20160129,21.05,22.51,20.9,22.23,43400
ACRX,20160129,3.55,3.86,3.5,3.61,444900
ACSF,20160129,8.45,8.67,8.45,8.53,48000
ACST,20160129,1.56,1.67,1.54,1.56,10900
ACTA,20160129,9.07,9.59,9.07,9.46,140200
ACTG,20160129,3.61,3.77,3.61,3.74,511400
ACTX,20160129,11.41,11.41,11.41,11.41,0
ACUR,20160129,1.9,1.96,1.85,1.85,6800
ACWI,20160129,52.02,52.88,51.98,52.86,5317300
ACWX,20160129,36.88,37.43,36.88,37.41,1628300
ACXM,20160129,18.06,18.71,18.06,18.7,619300
ADAP,20160129,7.19,7.56,6.9,7.07,238100
ADBE,20160129,85.55,89.13,85.12,89.13,4679400
ADHD,20160129,5,5.18,4.98,5.12,78600
ADI,20160129,52.07,53.94,51.33,53.86,3378100
ADMA,20160129,6,6.07,5.9,6.03,63200
ADMP,20160129,4.57,4.75,4.43,4.75,34500
ADMS,20160129,16.96,17.56,16.5,17.14,765000
ADP,20160129,81.52,83.12,81.17,83.09,2836300
ADRA,20160129,24.27,24.27,24.27,24.27,0
ADRD,20160129,19.59,19.74,19.33,19.74,10800
ADRE,20160129,26.64,27,26.63,27,87800
