<ticker>,<date>,<open>,<high>,<low>,<close>,<vol>
AAME,20080910,1.55,1.55,1.53,1.53,800
AAON,20080910,5.7067,5.8252,5.6563,5.757,99200
AAPL,20080910,21.77,22.1414,21.2571,21.6586,34761500
AAWW,20080910,49.48,50.36,48.71,49.92,643300
AAXJ,20080910,45.88,45.88,45.88,45.88,0
ABAX,20080910,19.25,19.29,18.65,18.86,213500
ABCB,20080910,12.86,13.17,12.23,12.9,42000
ABCO,20080910,16.205,16.8,15.755,15.81,257500
ABMD,20080910,16.48,17.62,16.34,17.42,723400
ABTL,20080910,5.35,5.5,5.15,5.45,60200
ACAD,20080910,2.63,2.7,2.51,2.64,121900
ACAS,20080910,21.93,22.08,21.19,21.62,3038400
ACAT,20080910,10.58,10.91,10.43,10.51,94700
ACET,20080910,9.49,9.77,9.04,9.49,121600
ACFC,20080910,7.82,7.82,7.82,7.82,0
ACGL,20080910,22.86,23.0467,22.6167,22.99,322800
ACHN,20080910,2.2,2.2,2.11,2.11,8500
ACIW,20080910,6.15,6.5533,6.15,6.4367,250700
ACLS,20080910,17,17.88,17,17.6,1279500
ACOR,20080910,28.02,28.29,26.87,28.16,815600
ACPW,20080910,3.15,3.45,2.8,3.1,236000
ACTG,20080910,4.06,4.1,3.95,4.03,49200
ACTS,20080910,3.06,3.06,2.95,2.96,350500
ACUR,20080910,8.26,8.26,7.5,7.8,55100
ACWI,20080910,44.23,44.4,43.84,44.24,855800
ACWX,20080910,42.24,42.54,42.18,42.35,15900
ACXM,20080910,14.4,14.75,14.32,14.67,464400
ADBE,20080910,41.35,41.35,40.45,40.73,4948700
ADES,20080910,4.01,4.745,4,4.435,16500
ADI,20080910,26.58,26.83,26.26,26.4,4267600
ADP,20080910,39.7104,39.7104,38.7795,39.1483,2178800
ADRA,20080910,27.12,27.26,26.79,27.04,17000
ADRD,20080910,23.99,24.1,23.73,23.98,17800
ADRE,20080910,39.01,39.88,38.58,39.27,736200
ADRU,20080910,23.88,23.88,23.67,23.77,1300
ADSK,20080910,33.94,34.11,33.31,33.46,3394200
ADTN,20080910,20.88,21.22,20.6,20.85,1044000
AEHR,20080910,3.88,3.95,3.71,3.78,40900
AEIS,20080910,14.3,14.65,14.08,14.42,462100
AEPI,20080910,19.98,20.96,19.26,19.61,25500
AETI,20080910,3.9,3.93,3.75,3.85,5400
AEY,20080910,3.22,3.23,3.01,3.09,7200
AEZS,20080910,570,570,510,528,26500
AFAM,20080910,40.06,40.06,36.61,38.58,229000
AFSI,20080910,6.965,6.965,6.495,6.805,284700
AGEN,20080910,1.7,1.74,1.57,1.57,103800
AGII,20080910,37.67,37.83,36.52,36.59,165600
AGNC,20080910,19,19.25,18.57,19.14,300900
AGYS,20080910,11.5,12.34,11.12,12.1,169700
AHGP,20080910,23.05,23.84,22.3,23.78,51500
AHPI,20080910,6.08,6.61,6.08,6.14,900
AIMC,20080910,17.01,17.3,16.48,16.7,215300
AINV,20080910,16.91,17.38,16.83,17.07,1400400
AIRM,20080910,9.6667,9.6667,8.9733,9.0133,250200
AIRT,20080910,10.51,10.75,10.3,10.64,22400
AIXG,20080910,8.02,8.09,7.61,7.75,85300
AKAM,20080910,17.9,18.43,17.67,18.31,4829700
AKRX,20080910,5,5.1,4.76,5.07,178700
ALCO,20080910,40.26,40.36,39,40.36,7000
ALGN,20080910,13.44,13.44,13.01,13.32,1596600
ALGT,20080910,34.32,34.32,31.66,32.03,302400
ALKS,20080910,13.48,13.5,13.1,13.25,1452600
ALLT,20080910,2.42,2.45,2.39,2.39,6500
ALNY,20080910,27.93,28.79,27.37,28.25,345100
ALOG,20080910,65.25,66.06,62.5,65.03,46900
ALOT,20080910,9.95,9.97,9.95,9.96,1000
ALSK,20080910,11.19,11.19,11.03,11.08,665200
ALXN,20080910,20.325,20.66,20.27,20.39,898700
AMAG,20080910,40.57,44.41,40,43.33,1452900
AMAT,20080910,16.98,16.99,16.34,16.37,32710500
AMCC,20080910,6.79,6.89,6.71,6.77,1329500
AMCN,20080910,10.55,10.77,9.92,10.15,222600
AMD,20080910,5.78,5.88,5.61,5.78,15144400
AMED,20080910,47.6,48.63,46.81,48.02,1054700
AMGN,20080910,60.85,62.71,60.38,62.1,11077100
AMKR,20080910,6.85,6.98,6.69,6.92,2800600
AMNB,20080910,17.1,17.1,17.1,17.1,2400
AMOT,20080910,5.62,5.62,5.5,5.52,3000
AMOV,20080910,24.245,24.245,23.12,23.12,2900
AMPH,20080910,21.61,23.15,21.61,22.5,21900
AMRB,20080910,10.78,10.78,10.55,10.7,3000
AMRI,20080910,17.74,18.6,17.6,18.39,234500
AMRN,20080910,1.4,1.4,1.36,1.36,3600
AMSC,20080910,197.6,200.9,185.7,189.6,1463400
AMSF,20080910,19.54,20.11,19.05,19.93,111500
AMSG,20080910,26.95,27.63,26.94,27.29,142300
AMSWA,20080910,5.63,5.66,5.5,5.6,121400
AMTD,20080910,19.78,20.06,19.06,19.73,3993300
AMWD,20080910,23.77,25,22.42,23.69,59400
AMZN,20080910,80.01,80.22,76.15,76.74,9444600
ANAT,20080910,92.64,94.34,92.02,92.3,25500
ANCX,20080910,5.87,6.03,5.87,5.89,2400
ANDE,20080910,28.0867,28.3133,27.0067,27.58,371500
ANGO,20080910,15.18,15.95,15.14,15.77,107100
ANIK,20080910,8.59,8.73,8.39,8.49,24900
ANSS,20080910,42.67,43.49,42.67,43.12,864100
APEI,20080910,44.57,45.74,43.85,45.52,179000
APOG,20080910,19.38,19.65,18.69,19.45,384100
APOL,20080910,64.19,65.8,63.2,64.7,2236700
APPY,20080910,343.2,343.2,322.08,338.88,109000
ARAY,20080910,8.16,8.25,7.64,7.76,357500
ARCC,20080910,12.19,12.19,11.61,11.96,1226000
ARCI,20080910,5.4,5.4,5.05,5.15,18400
ARCW,20080910,1.64,1.64,1.64,1.64,100
AREX,20080910,10.29,11.41,10.16,11.32,269000
ARIA,20080910,3.07,3.11,3.01,3.09,292300
ARII,20080910,15.44,15.66,15.14,15.45,139900
ARKR,20080910,22.48,22.49,21.81,22.09,1100
ARLP,20080910,17.5,18.56,17.255,18.08,182800
ARNA,20080910,5.81,5.89,5.7,5.76,1019100
AROW,20080910,26.52,27,26.52,26.74,28400
ARQL,20080910,3.54,3.57,3.43,3.5,110800
ARRS,20080910,8.95,9.41,8.91,9.25,1895300
ARRY,20080910,6.31,6.6,6.31,6.48,223300
ARTNA,20080910,16.87,17.15,16.65,17.04,5400
ARTW,20080910,10.94,10.94,10.75,10.75,10800
ARTX,20080910,1.5,1.55,1.42,1.43,27200
ARWR,20080910,1.54,1.58,1.5,1.53,151500
ASFI,20080910,8.5,8.77,8.5,8.7,111500
ASML,20080910,21.04,21.33,20.82,21.11,5288800
ASRV,20080910,2.7,2.7,2.7,2.7,9100
ASRVP,20080910,24.55,24.55,24.55,24.55,0
ASTE,20080910,30.32,30.69,28.39,28.78,414600
ASUR,20080910,0.26,0.26,0.22,0.2533,9300
ASYS,20080910,10,10.3,10,10.17,60100
ATAI,20080910,11.35,11.35,10.45,10.64,87100
ATAX,20080910,6.02,6.14,5.84,6.14,9400
ATEC,20080910,56.88,56.88,52.08,52.56,79600
ATHN,20080910,33.46,34.35,32.9,33.78,240300
ATHX,20080910,2.31,2.74,2.31,2.54,1000
ATLO,20080910,24.5,25,23.77,24.74,14500
ATNI,20080910,33.82,34.1,32.67,33.84,71800
ATRC,20080910,11.43,11.46,10.15,10.2,4100
ATRI,20080910,109.59,114.87,109.59,114.82,3900
ATRO,20080910,21.25,21.25,20.6167,20.9583,9800
ATSG,20080910,0.96,0.98,0.95,0.96,38200
ATVI,20080910,16.8,17.61,16.77,17.39,12145200
AUBN,20080910,22.21,22.21,22.21,22.21,100
AUDC,20080910,3.54,3.56,3.36,3.44,140700
AVAV,20080910,33.4,35.63,32.04,34.73,788500
AVID,20080910,26.32,26.68,25.44,26.18,582900
AWRE,20080910,3.07,3.17,3.07,3.13,9200
AXAS,20080910,2.5,2.6,2.32,2.49,533600
AXTI,20080910,3.36,3.42,3.25,3.27,22700
AZPN,20080910,13.7,13.7,13.22,13.5,80200
BABY,20080910,23.75,24.18,23.61,23.94,380800
BANF,20080910,49.48,50.92,48.05,49.98,27400
BANFP,20080910,25,25,25,25,0
BANR,20080910,86.1,86.52,81.13,83.79,193400
BASI,20080910,4.6,4.6,4.6,4.6,100
BBBY,20080910,32.07,32.08,31.22,31.79,5078900
BBGI,20080910,3.3,3.3,3,3.03,2700
BBOX,20080910,35.71,36.81,35.71,36.5,146500
BBRY,20080910,102.05,106.08,101.22,104.61,24468100
BBSI,20080910,14.91,15.55,14.91,15.53,131400
BCBP,20080910,14,14.55,14,14.19,2100
BCPC,20080910,18.2933,18.5733,18.14,18.5067,67500
BCRX,20080910,3,3.2,2.65,2.69,106300
BDGE,20080910,21.2,21.2,21.2,21.2,100
BDSI,20080910,2.92,3.16,2.85,3.01,84700
BEAT,20080910,29.55,30.38,28.61,29.53,76200
BEAV,20080910,21.1,21.85,19.8,19.98,2315300
BEBE,20080910,10.04,10.15,9.78,10.05,501500
BECN,20080910,15.88,15.99,15.38,15.82,796900
BELFA,20080910,29.67,29.86,28.83,29.77,900
BELFB,20080910,28.99,29,26.76,28.96,36900
BFIN,20080910,14.88,15.06,14.39,14.82,57500
BGCP,20080910,5.56,5.67,5.4,5.46,1143300
BGFV,20080910,10.26,10.58,10.1,10.41,136500
BIDU,20080910,25.514,26.765,25.5,26.41,2707200
BIIB,20080910,47.34,47.56,46.55,47.3,5305500
BIOS,20080910,3.58,3.87,2.76,2.77,387900
BJRI,20080910,12.72,13.62,12.65,13.34,657500
BKCC,20080910,9.72,10.66,9.5,10.63,113100
BKMU,20080910,12.19,12.19,11.75,11.9,258700
BKSC,20080910,14,14.4,14,14.4,500
BLDP,20080910,4.2,4.2,3.84,3.87,233700
BLDR,20080910,5.52,5.8,5.44,5.47,52200
BLKB,20080910,19.49,20.11,19.17,19.8,354000
BLUE,20080910,0.28,0.28,0.26,0.26,2100
BMRC,20080910,32.45,33,32.45,33,8200
BMRN,20080910,26.49,27.56,26.22,27.45,3485200
BMTC,20080910,23.95,23.95,22.89,23.27,12800
BNCL,20080910,12.12,12.12,11.83,11.96,122200
BNCN,20080910,9.99,9.99,9.98,9.99,400
BNSO,20080910,2.37,2.37,2.37,2.37,0
BOBE,20080910,29.45,29.88,28.7,29.2,512900
BOCH,20080910,6.25,6.25,6.25,6.25,0
BOFI,20080910,1.67,1.67,1.6025,1.6075,2000
BOKF,20080910,47.62,48.28,45.87,47.07,156400
BONT,20080910,3.53,3.67,3.35,3.35,155800
BOOM,20080910,25.28,26.11,25,25.66,230100
BOSC,20080910,4.52,4.52,4.12,4.32,500
BPFH,20080910,9.55,9.55,8.73,9.33,749200
BPOP,20080910,79.6,82.5,74.4,78.7,2174900
BPOPM,20080910,22.5,22.5,21.27,21.27,1400
BPOPN,20080910,22.92,22.95,22.35,22.78,10300
BRCD,20080910,6.79,7.45,6.76,7.44,13137000
BRID,20080910,5.91,5.91,5.91,5.91,0
BRKL,20080910,11.52,11.52,10.8,11.14,777900
BRKR,20080910,15.9,16.48,15.78,16.1,611500
BRKS,20080910,9.39,9.52,9.12,9.41,872000
BSET,20080910,10.71,10.71,10.29,10.53,71100
BSQR,20080910,3.47,3.5,3.47,3.5,2500
BSRR,20080910,16.3,16.71,16,16.25,21500
BUSE,20080910,15.34,15.49,14.74,15.18,74100
BWINA,20080910,23.74,23.74,23.74,23.74,0
BWINB,20080910,20.99,22.21,20.24,22.19,32700
BWLD,20080910,38.75,39.07,37,38.37,588200
BYFC,20080910,8.3,8.3,8.3,8.3,0
CA,20080910,21.3497,21.6552,21.192,21.4187,6823400
CAAS,20080910,5,5.01,4.77,4.85,41600
CAC,20080910,33.39,33.39,32.06,32.68,42500
CACB,20080910,8.39,8.5,7.74,8.37,64800
CACC,20080910,18.09,18.48,17.85,18.36,12300
CAKE,20080910,14.66,15.32,14.52,15.13,2977000
CALD,20080910,4.63,5.32,4.59,5.1,110100
CALL,20080910,1.075,1.09,1.07,1.075,2700
CALM,20080910,16,16.15,15.63,15.865,1013100
CAMP,20080910,1.95,1.98,1.93,1.97,41000
CAMT,20080910,0.9,0.93,0.9,0.9,48300
CART,20080910,10.01,10.01,10.01,10.01,0
CARV,20080910,7.95,7.95,7.9,7.9,2600
CASH,20080910,18.1,18.1,18.1,18.1,400
CASM,20080910,3.24,3.37,3.1,3.24,10900
CASS,20080910,37.62,37.95,36.81,37.02,14900
CASY,20080910,29.81,30.26,29.55,30.05,513900
CATM,20080910,7.87,7.87,7.24,7.42,100600
CATY,20080910,22.77,23.46,21.08,22.34,588200
CAVM,20080910,14.6,14.63,12.9,13,1648700
CBAK,20080910,18.3,19.2,18.15,18.85,321800
CBAN,20080910,11.58,11.58,10.81,10.98,2200
CBLI,20080910,98.8,100,97,97.2,3000
CBMX,20080910,2251.5,2253,2190,2206.5,47700
CBRL,20080910,28.85,29.16,28.25,28.77,666900
CBSH,20080910,46.49,46.49,44.67,45.95,501900
CCBG,20080910,26.22,26.74,25.11,26.73,45000
CCMP,20080910,36.49,37.52,35.77,35.89,349800
CCNE,20080910,13.58,13.58,13.1,13.11,4300
CCOI,20080910,7.56,8.03,7.51,7.54,1549700
CCRN,20080910,16.16,17.34,16.14,16.98,395300
CCUR,20080910,6.95,6.95,6.69,6.75,5700
CDNS,20080910,8.03,8.04,7.75,7.97,4335000
CDTI,20080910,37.95,37.95,35,35.15,4400
CDZI,20080910,18.66,19.4,17.86,18.59,57200
CECE,20080910,4.84,5.02,4.76,4.8,56600
CECO,20080910,19.15,19.42,18.65,19.16,2803100
CELG,20080910,33.705,34.415,33.46,34.025,4362400
CENT,20080910,6,6.47,6,6.25,129400
CENTA,20080910,6.02,6.23,5.51,6,435500
CENX,20080910,37.67,40.61,37.54,39.56,1690300
CERN,20080910,11.73,11.85,11.61,11.7475,1020800
CERS,20080910,3.93,3.96,3.75,3.86,75000
CETV,20080910,69.65,71.56,68.61,70.93,363600
CEVA,20080910,8.56,8.77,8.25,8.43,222200
CFBK,20080910,18.65,18.65,18.65,18.65,0
CFFI,20080910,20.76,21,20.76,21,200
CFFN,20080910,44.34,44.71,43.39,43.91,253700
CFNB,20080910,11.83,11.83,10.42,10.42,300
CFNL,20080910,8.55,8.85,8.26,8.54,96300
CGEN,20080910,1.84,1.84,1.77,1.77,19200
CGNX,20080910,9.935,10.08,9.765,9.975,219300
CHCI,20080910,0.43,0.48,0.32,0.37,600200
CHCO,20080910,43.39,44.38,42.5,43.9,126500
CHDN,20080910,48.23,48.88,46.8,47.69,45100
CHFC,20080910,29.22,29.68,28.25,29.09,129700
CHFN,20080910,9.6983,10.496,9.6983,9.7403,5600
CHKE,20080910,23.27,23.28,22.52,22.72,41500
CHKP,20080910,24.33,24.68,24.04,24.43,2552800
CHNR,20080910,16.58,17.02,16.52,16.55,28800
CHRS,20080910,5.67,5.74,5.3,5.55,2244500
CHRW,20080910,51.61,53.72,50.66,52.98,2773800
CHSCP,20080910,25.83,25.84,25.8,25.84,11800
CHTR,20080910,1.05,1.05,1.01,1.04,1373600
CINF,20080910,30.11,30.11,29.37,29.46,2042500
CISG,20080910,13.46,13.64,13.21,13.58,44800
CIZN,20080910,19.5,19.76,17.74,19.76,400
CKEC,20080910,4.97,5.05,4.8,4.85,39000
CLBH,20080910,8.31,8.5,8.31,8.45,2600
CLCT,20080910,7.63,7.63,7.58,7.6,2400
CLFD,20080910,1.32,1.32,1.13,1.25,4500
CLMS,20080910,20.37,20.38,18.35,18.94,659300
CLMT,20080910,13.01,13.5,12.95,13.27,126100
CLNE,20080910,18.19,18.4,16.36,18.07,2824200
CLRO,20080910,4.68,4.69,4.6,4.65,3200
CLSN,20080910,3.49,3.76,3.49,3.76,1100
CLUB,20080910,10.33,10.43,9.81,10.38,87100
CLWT,20080910,10.12,10.12,9.185,10.12,21000
CMCO,20080910,23.24,23.35,22.69,22.74,197900
CMCSA,20080910,20.91,21.35,20.57,21.12,24715600
CME,20080910,65.902,67.868,64.326,66.442,1281900
CMLS,20080910,38,38.8,36.88,37.84,237200
CMTL,20080910,42.73,43,41.89,42.3,376600
CNBKA,20080910,17.75,17.75,17.75,17.75,0
CNMD,20080910,31.4,32.57,31.4,32.37,166800
CNOB,20080910,10.76,10.85,10.75,10.8,4500
CNSL,20080910,15.7,15.88,15.47,15.54,140100
CNTF,20080910,6.55,6.7,6.05,6.15,470100
CNTY,20080910,2.59,2.75,2.5,2.53,247100
