<ticker>,<date>,<open>,<high>,<low>,<close>,<vol>
AAME,20110310,2.02,2.02,1.92,2,2000
AAON,20110310,9.0548,9.1852,8.7467,8.7585,66700
AAPL,20110310,49.9557,49.9671,49.2714,49.5243,18138800
AAWW,20110310,66.61,67.31,65.37,65.48,284700
AAXJ,20110310,61.21,61.33,60.59,60.69,415200
ABAX,20110310,28.69,28.97,27.56,28.1,148300
ABCB,20110310,9.86,9.86,9.56,9.69,73000
ABCD,20110310,3.59,3.6,3.39,3.39,29600
ABCO,20110310,24.67,24.855,24.1,24.28,65300
ABIO,20110310,116.76,116.76,111.3,112.56,78200
ABMD,20110310,14.05,14.08,13.49,14,254600
ABTL,20110310,6.15,6.2,5.45,5.8,525400
ACAD,20110310,1.83,1.83,1.69,1.73,386900
ACAS,20110310,9.09,9.12,8.88,9,5297400
ACAT,20110310,13.43,13.75,13.3,13.58,91700
ACET,20110310,7.49,7.49,7.17,7.22,175500
ACFC,20110310,10.33,10.33,10.33,10.33,200
ACGL,20110310,30.0067,30.1567,29.76,29.7933,211500
ACHN,20110310,6.24,6.24,6.02,6.16,518800
ACIW,20110310,10.2667,10.27,9.94,10.1367,175500
ACLS,20110310,10.48,10.56,10.12,10.12,1575200
ACNB,20110310,15.5,15.55,15.35,15.4,3400
ACOR,20110310,22.29,22.42,22.01,22.27,449100
ACPW,20110310,11.15,11.25,10.45,10.85,642600
ACRX,20110310,3.46,3.63,3.25,3.25,36000
ACTG,20110310,35.24,35.32,34.04,34.22,460100
ACTS,20110310,2.49,2.49,2.42,2.43,111900
ACUR,20110310,3.14,3.18,3.04,3.07,72400
ACWI,20110310,47.88,47.88,47.43,47.52,287000
ACWX,20110310,44.7,44.7,44.24,44.32,246700
ACXM,20110310,16.62,16.88,16.26,16.36,361900
ADBE,20110310,34.68,35.16,34.15,34.86,5266600
ADES,20110310,6.71,6.88,6.625,6.73,16100
ADI,20110310,38.13,38.47,37.63,37.92,2794600
ADP,20110310,44.2143,44.5567,43.9596,44.2406,3150300
ADRA,20110310,28.31,28.42,28.23,28.29,2400
ADRD,20110310,22.43,22.43,22.21,22.21,16500
ADRE,20110310,46.42,46.5,45.97,46.04,78700
ADRU,20110310,21.81,21.87,21.7,21.7,5300
ADSK,20110310,39.7,40.17,38.51,39.9,3099000
ADTN,20110310,44.02,44.04,42.74,42.85,1466400
ADUS,20110310,5.1,5.1,4.75,4.78,56500
AEGR,20110310,15.12,15.98,14.89,15.15,35000
AEHR,20110310,2.21,2.21,2.04,2.07,31100
AEIS,20110310,15.72,15.88,15.2,15.35,590500
AEPI,20110310,28.18,28.18,27.33,27.33,4300
AETI,20110310,2.75,2.76,2.59,2.74,10800
AEY,20110310,3.17,3.18,3.04,3.09,29100
AEZS,20110310,1140,1140,1080,1134,2915600
AFAM,20110310,37.86,38.04,36.58,37.17,282400
AFSI,20110310,9.29,9.3,9.125,9.175,145100
AGEN,20110310,0.98,0.99,0.94,0.95,212100
AGII,20110310,34.39,34.57,33.46,33.98,278200
AGNC,20110310,30.11,30.15,29.98,30.06,2834600
AGYS,20110310,4.91,5.06,4.78,4.97,173700
AHGP,20110310,51.35,52.08,49.67,50.01,128000
AHPI,20110310,4.77,4.77,4.51,4.57,3200
AIMC,20110310,19.88,20.12,19.6,19.94,259600
AINV,20110310,12.16,12.25,12.06,12.07,1589900
AIRM,20110310,19.35,19.5933,18.8333,19.4833,98800
AIRT,20110310,9.67,9.84,9.67,9.82,900
AIXG,20110310,40.75,41.23,40.13,40.8,321100
AKAM,20110310,36.12,36.75,35.52,36.41,4697500
AKRX,20110310,5.48,5.48,5.22,5.38,675100
ALCO,20110310,26.01,26.05,25.75,25.98,7200
ALGN,20110310,21.55,21.55,20.85,20.96,452300
ALGT,20110310,42.38,43.04,41.88,42.4,351200
ALIM,20110310,7.75,7.77,7.31,7.47,72100
ALKS,20110310,12.39,12.5,12.25,12.3,574700
ALLT,20110310,13.13,14.08,12.77,13.79,436600
ALNY,20110310,10.26,10.33,9.93,10.16,203100
ALOG,20110310,54.27,54.7,53.98,54.5,65600
ALOT,20110310,8.13,8.13,7.79,7.8,3500
ALSK,20110310,10.4,10.4,10.16,10.22,390500
