<ticker>,<date>,<open>,<high>,<low>,<close>,<vol>
AAAP,20170517,35.99,36.59,35.57,36.18,48200
AAL,20170517,46.25,46.56,44.88,44.92,6906700
AAME,20170517,3.7,3.7,3.7,3.7,0
AAOI,20170517,63.04,64,60.1,61.38,3507000
AAON,20170517,35.95,36.55,35.45,35.45,199000
AAPC,20170517,10.61,10.61,10.61,10.61,0
AAPL,20170517,153.6,154.57,149.71,150.25,50767600
AAWW,20170517,47.85,47.85,45.8,46.1,1094200
AAXJ,20170517,66.01,66.04,65.42,65.42,1682300
AAXN,20170517,25.36,25.36,24.56,24.59,1042300
ABAC,20170517,1.85,1.85,1.8,1.8,3100
ABAX,20170517,47.44,48.11,46.96,47.02,87900
ABCB,20170517,44.6,45.05,43.53,43.65,166900
ABCD,20170517,5,5.01,4.94,4.98,22400
ABCO,20170517,51.05,51.3,50.65,50.9,316500
ABDC,20170517,13.51,13.6,13.41,13.55,644300
ABEO,20170517,6.15,6.15,5.75,5.95,397000
ABEOW,20170517,3.48,3.48,3.48,3.48,200
ABIL,20170517,0.8,0.8,0.7,0.7,75900
ABIO,20170517,2.45,2.45,2.4,2.4,1300
ABMD,20170517,132.29,132.84,130.47,130.54,316200
ABTL,20170517,13.53,13.53,12.83,13.01,96000
ABTX,20170517,38.5,38.6,36.05,37.85,46300
ABUS,20170517,3.3,3.45,3.25,3.45,1835100
ABY,20170517,19.86,20.22,19.65,20.08,653400
ACAD,20170517,27.8,28.22,26.81,27.06,2627300
ACBI,20170517,18.95,19.15,18.6,18.65,98900
ACET,20170517,14.37,14.42,14.03,14.07,191400
ACFC,20170517,7.95,7.99,7.8,7.81,11300
ACGL,20170517,94.65,95,93.82,94.43,303600
ACGLP,20170517,23.8,23.83,23.69,23.8,180100
ACHC,20170517,42.92,43.42,42.48,42.54,861000
ACHN,20170517,3.85,3.87,3.71,3.78,1117000
ACIA,20170517,46.4,47.27,45.1,45.13,866600
ACIU,20170517,8.8,9.41,8.7,8.74,16800
ACIW,20170517,22.9,22.97,22.13,22.15,625200
ACLS,20170517,21.45,21.65,20.65,20.75,374700
ACNB,20170517,30.6,30.71,29.7,29.7,8100
ACOR,20170517,15.25,15.5,14.9,15,656200
ACRS,20170517,26.33,26.67,25.5,25.56,584100
ACRX,20170517,2.5,2.53,2.45,2.45,316200
ACSF,20170517,13.45,13.55,13.15,13.4,28600
ACST,20170517,1.3,1.33,1.27,1.3,55900
ACTA,20170517,13.9,14.05,13.85,13.85,179900
ACTG,20170517,4.65,4.65,4.4,4.5,336300
ACTX,20170517,15.19,15.19,15.19,15.19,0
ACWI,20170517,65.06,65.18,64.5,64.5,1467800
ACWX,20170517,45.8,45.81,45.42,45.44,406900
ACXM,20170517,26.64,27.48,25.97,26.15,1593800
ADAP,20170517,5.55,5.65,5.35,5.51,406200
ADBE,20170517,137.2,137.32,134.24,134.33,3558500
ADES,20170517,9.43,9.61,9.41,9.46,67900
ADHD,20170517,1.15,1.18,1.15,1.16,76000
ADI,20170517,80.02,80.27,78.37,78.42,3591900
ADMA,20170517,4.14,4.15,3.77,3.88,67900
ADMP,20170517,3.6,3.79,3.42,3.65,521500
ADMS,20170517,15.14,15.36,14.67,14.74,199200
ADP,20170517,97.7,98.08,97.23,97.3,2802500
ADRA,20170517,30.04,30.04,30.04,30.04,300
ADRD,20170517,22.2,22.2,22.15,22.2,1700
ADRE,20170517,38.75,38.75,38.23,38.28,19400
ADRO,20170517,9.65,10.02,9.55,9.7,305500
ADRU,20170517,22.06,22.06,21.88,21.88,900
ADSK,20170517,96.87,97.92,93.87,93.97,3055700
ADTN,20170517,19.8,20.2,19.8,19.9,465600
ADUS,20170517,37.4,37.8,36.75,36.8,48600
ADVM,20170517,2.9,2.94,2.8,2.8,80600
ADXS,20170517,8.16,8.31,8.01,8.06,404300
ADXSW,20170517,4.25,4.3,4.24,4.29,9000
AEGN,20170517,19.2,19.5,19.2,19.41,359100
AEHR,20170517,4.51,4.51,4.1,4.1,72200
AEIS,20170517,77.98,78.14,74.66,74.68,644700
AEMD,20170517,2.09,2.09,2.05,2.05,20400
AERI,20170517,39.7,39.9,38.22,38.3,308500
AETI,20170517,1.9,1.9,1.75,1.85,32100
AEY,20170517,1.73,1.73,1.7,1.7,17600
AEZS,20170517,0.86,0.87,0.82,0.85,150500
AFAM,20170517,56.35,57.05,54.96,56.15,109800
AFH,20170517,14.6,14.8,14.4,14.4,48200
AFHBL,20170517,25.69,25.69,25.65,25.65,1100
AFMD,20170517,2.3,2.45,2.2,2.25,295500
AFSI,20170517,12.31,12.41,11.93,11.97,2211500
AGEN,20170517,3.61,3.63,3.5,3.55,804000
AGFS,20170517,7.04,7.16,6.75,6.82,182000
AGFSW,20170517,0.89,1.01,0.75,0.75,147400
AGII,20170517,62.1,62.3,60.85,61.3,287800
AGIIL,20170517,25.59,25.59,25.59,25.59,2200
AGIO,20170517,52.3,52.36,50.48,50.53,642200
AGLE,20170517,6.37,6.37,6.18,6.25,10100
AGNC,20170517,20.05,20.23,20.03,20.16,4619000
AGNCB,20170517,25.97,26.16,25.9,26.11,12200
AGNCP,20170517,25.6,25.75,25.55,25.59,21100
AGND,20170517,43.67,43.67,43.67,43.67,100
AGRX,20170517,3.44,3.46,3.37,3.39,92400
AGTC,20170517,5.7,5.7,5.43,5.45,117700
AGYS,20170517,9.46,9.5,9.35,9.46,46600
AGZD,20170517,48.11,48.12,48.02,48.1,2700
AHGP,20170517,28.52,28.91,28.29,28.7,76100
AHPA,20170517,9.8,9.8,9.8,9.8,1900
AHPAU,20170517,10.3,10.3,10.3,10.3,100
AHPAW,20170517,0.48,0.5,0.48,0.5,22000
AHPI,20170517,1.96,1.96,1.9,1.9,2200
AIA,20170517,55.61,55.65,55.15,55.21,27100
AIMC,20170517,41.6,41.95,41.4,41.6,121500
AIMT,20170517,18.84,19.15,18.67,18.97,292600
AINV,20170517,6.46,6.5,6.34,6.37,903700
AIQ,20170517,13.15,13.2,13.1,13.18,10600
AIRG,20170517,13.92,14.07,13.67,13.68,60800
AIRR,20170517,23.2,23.37,23,23,117900
AIRT,20170517,19.3,19.3,19.3,19.3,0
AKAM,20170517,48.8,48.85,47.46,47.5,4037600
AKAO,20170517,24.75,27.49,24.19,24.26,1563000
AKBA,20170517,14.9,14.95,14.07,14.43,1527900
AKER,20170517,1.5,1.55,1.5,1.5,61000
AKRX,20170517,33.22,33.28,33.14,33.14,2659000
AKTS,20170517,10.05,10.1,9.92,10,16700
AKTX,20170517,7.92,7.92,7.25,7.68,205300
ALBO,20170517,20.7,21.03,19.84,20.9,18200
ALCO,20170517,31.8,31.9,29.5,29.5,10600
ALDR,20170517,18.45,18.45,17.95,18.05,831500
ALDX,20170517,4.25,4.55,4.05,4.45,112400
ALGN,20170517,137.53,137.89,134.68,136.08,733700
ALGT,20170517,141.95,142.7,139.1,139.95,168500
ALIM,20170517,1.4,1.5,1.4,1.47,264900
ALJJ,20170517,3.4,3.52,3.31,3.32,85700
ALKS,20170517,59.74,59.74,56.85,57.22,1001500
ALLT,20170517,5.08,5.09,4.85,4.88,106800
ALNY,20170517,70.84,72.93,68.64,70.13,2167100
ALOG,20170517,73.2,73.9,72.2,73.15,84200
ALOT,20170517,14.05,14.3,13.6,13.9,28500
ALQA,20170517,0.38,0.39,0.37,0.37,363900
ALRM,20170517,32.05,32.08,31.67,31.69,352300
ALSK,20170517,2.08,2.13,2.01,2.07,229300
ALT,20170517,4.58,4.99,4.5,4.51,140900
ALTY,20170517,15.21,15.39,15.21,15.35,8100
ALXN,20170517,119.28,119.56,116.1,116.15,1414200
AMAG,20170517,20.05,20.23,19.75,19.75,1295400
AMAT,20170517,44.58,44.7,42.73,42.76,20062000
AMBA,20170517,62.18,62.8,59.96,60.01,933900
AMBC,20170517,16.81,16.97,16.46,16.68,569600
AMBCW,20170517,7.5,7.75,7.5,7.73,11900
AMCN,20170517,2.29,2.37,2.29,2.35,474800
AMCX,20170517,53.12,54.06,51.51,51.74,883500
AMD,20170517,11.81,12.29,11.16,11.2,160109400
AMDA,20170517,0.37,0.37,0.36,0.36,392800
AMED,20170517,59.49,60.07,58.87,58.92,274400
AMGN,20170517,158.77,159.29,156.93,157.06,3073200
AMKR,20170517,11.48,11.49,10.77,10.89,3167100
AMMA,20170517,1.23,1.25,1.17,1.23,45600
AMNB,20170517,35.95,36.65,35.45,35.7,17300
AMOT,20170517,25.32,25.67,24.33,25,40700
