<ticker>,<date>,<open>,<high>,<low>,<close>,<vol>
AAME,20091012,1.37,1.37,1.25,1.36,16650
AAON,20091012,5.5911,5.6445,5.5407,5.5437,112864
AAPL,20091012,27.2886,27.3586,27.0914,27.2586,10291100
AAWW,20091012,34.41,35.33,33.93,34.3,167400
AAXJ,20091012,53.58,54.33,53,53,325219
ABAX,20091012,26.43,26.46,25.36,25.59,236000
ABCB,20091012,7.01,7.07,6.8,6.95,13220
ABCO,20091012,13.095,13.365,13.015,13.085,19900
ABIO,20091012,139.86,142.8,136.5,140.28,38156
ABMD,20091012,9.85,10.66,9.85,10.63,378703
ABTL,20091012,3.3,3.3,3.15,3.15,56046
ACAD,20091012,1.74,1.79,1.72,1.72,534700
ACAS,20091012,3.25,3.25,3.17,3.2,3193889
ACAT,20091012,6.67,6.93,6.59,6.8,16696
ACET,20091012,6.58,6.59,6.51,6.51,102614
ACFC,20091012,1.88,1.95,1.88,1.95,600
ACGL,20091012,23.16,23.37,23.0367,23.23,367500
ACHN,20091012,1.89,1.89,1.52,1.67,118195
ACIW,20091012,5.7,5.7767,5.6867,5.69,191439
ACLS,20091012,5.36,5.68,5.16,5.68,1914000
ACOR,20091012,17.85,18.58,17.06,17.23,5159500
ACPW,20091012,4.75,4.95,4.55,4.8,660438
ACTG,20091012,8.68,9.16,8.68,9,260406
ACTS,20091012,2.68,2.71,2.64,2.66,324400
ACUR,20091012,4.93,5.02,4.66,4.83,30902
ACWI,20091012,41.43,41.78,41.36,41.38,344339
ACWX,20091012,40.78,40.87,40.49,40.6,3520816
ACXM,20091012,9.98,10.07,9.76,9.91,368000
ADBE,20091012,34.59,34.88,34.15,34.36,5923647
ADES,20091012,1.7,1.71,1.685,1.7,11800
ADI,20091012,27.48,28.4,27.44,28.1,5439900
ADP,20091012,35.1624,35.3908,34.7673,35.1537,1952100
ADRA,20091012,24.89,25,24.83,24.86,5288
ADRD,20091012,21.49,21.57,21.43,21.44,13360
ADRE,20091012,42.81,42.94,42.38,42.55,287043
ADRU,20091012,21.55,21.55,21.37,21.37,4929
ADSK,20091012,24.48,25.21,24.17,25.02,4333600
ADTN,20091012,24.9,25.11,24.1,24.18,1798400
AEHR,20091012,1.23,1.24,1.19,1.23,46793
AEIS,20091012,14.12,14.29,13.9,14.02,167000
AEPI,20091012,37.78,38.19,36.96,37.23,90118
AETI,20091012,2.22,2.43,2.2,2.43,1100
AEY,20091012,2.21,2.26,2.2,2.26,5174
AEZS,20091012,726,726,684,684,199140
AFAM,20091012,32.64,33,32.32,32.52,121100
AFSI,20091012,5.895,5.97,5.75,5.8,165189
AGEN,20091012,2.11,2.11,2.03,2.03,1421487
AGII,20091012,34.98,36,34.98,35.91,162700
AGNC,20091012,27.9,27.95,26.82,26.97,1115710
AGYS,20091012,7.33,7.33,7.12,7.18,63361
AHGP,20091012,21.45,21.5,21.25,21.46,146749
AHPI,20091012,5.96,6.28,5.81,6.28,3734
AIMC,20091012,11.3,11.3,10.65,11.17,169059
AINV,20091012,9.5,9.74,9.5,9.66,1341124
AIRM,20091012,10.9667,11.0733,10.8433,10.9767,51412
AIRT,20091012,11.25,11.25,11.01,11.14,17332
AIXG,20091012,30.57,30.97,30.15,30.6,215600
AKAM,20091012,20.32,20.47,19.97,20.13,4901146
AKRX,20091012,1.29,1.34,1.28,1.3,754665
ALCO,20091012,29.83,30.2,29.12,29.23,6528
ALGN,20091012,16.18,16.34,15.88,16.02,383400
ALGT,20091012,39.62,40.78,39.39,40.13,308440
ALKS,20091012,8.66,8.76,8.55,8.59,374300
ALLT,20091012,3.57,3.88,3.57,3.85,91636
ALNY,20091012,21.9,22.19,21.35,21.5,116680
ALOG,20091012,38.32,39.5,38.32,39.27,218813
ALOT,20091012,6.8,6.8,6.38,6.38,1438
ALSK,20091012,8.73,8.82,8.62,8.66,633341
ALXN,20091012,22.265,22.475,22.195,22.255,354225
AMAG,20091012,36.5,36.61,36.13,36.22,615052
