<ticker>,<date>,<open>,<high>,<low>,<close>,<vol>
AAL,20140219,34.25,35.09,34.11,34.59,7259500
AAME,20140219,3.94,3.97,3.93,3.94,11200
AAOI,20140219,13.52,15.16,13.5,15.02,101200
AAON,20140219,19.5667,19.72,19.0467,19.1267,94600
AAPL,20140219,77.8214,78.1271,76.3357,76.7671,11222000
AAWW,20140219,32.18,32.75,32.01,32.07,305500
AAXJ,20140219,57.47,57.81,57.32,57.52,456200
ABAX,20140219,38.79,39.1,38.49,38.7,302000
ABCB,20140219,20.29,20.37,20.14,20.15,99200
ABCD,20140219,1.93,1.99,1.89,1.97,36900
ABCO,20140219,62.05,64.5,62.05,63.82,371400
ABIO,20140219,12.39,12.74,12.39,12.39,270100
ABMD,20140219,28.74,29,28.6,28.7,332100
ABTL,20140219,17.75,18.05,17.67,17.85,123400
ACAD,20140219,24.21,24.49,23.88,24,862400
ACAS,20140219,15.03,15.51,15.03,15.34,9455800
ACAT,20140219,46.41,47.12,45.71,46.02,234900
ACET,20140219,19.1,19.24,18.03,18.24,732500
ACFC,20140219,4.09,4.12,4.01,4.01,3900
ACGL,20140219,55.86,56.13,55.21,55.22,311800
ACHC,20140219,53.5,53.55,51.45,51.45,469300
ACHN,20140219,3.64,3.65,3.45,3.47,1812400
ACIW,20140219,19.4133,19.97,19.4133,19.6733,309600
ACLS,20140219,8.8,8.88,8.68,8.8,503900
ACNB,20140219,18.69,19.19,18.69,18.7,1100
ACOR,20140219,34.74,35.93,34.66,34.77,865500
ACPW,20140219,3.51,3.55,3.42,3.42,48000
ACRX,20140219,12.12,12.39,11.92,11.99,441000
ACSF,20140219,14.21,14.47,14.21,14.36,97200
ACST,20140219,12.3,12.6,12.2,12.3,89000
ACTG,20140219,14.92,15.44,14.67,14.87,894800
ACTS,20140219,2.47,2.48,2.44,2.47,44000
ACUR,20140219,1.95,1.96,1.82,1.9,422100
ACWI,20140219,57.2,57.4,56.86,56.91,1450100
ACWX,20140219,46.01,46.14,45.71,45.76,164500
ACXM,20140219,37.54,37.71,36.85,37.24,357100
ADBE,20140219,68.45,69.43,67.68,67.99,3996700
ADES,20140219,27.87,28.115,26.27,26.525,80200
ADHD,20140219,20.68,21.54,20.19,20.63,65200
ADI,20140219,51.85,52.38,51.41,51.57,4081100
ADMP,20140219,6.41,6.5,6.29,6.5,146700
ADP,20140219,66.7604,67.568,66.6461,66.8568,1605400
ADRA,20140219,28.59,28.59,28.59,28.59,0
ADRD,20140219,25.22,25.24,25,25,10500
ADRE,20140219,34.81,35.06,34.81,34.87,10600
ADRU,20140219,25,25.05,24.96,24.96,2200
ADSK,20140219,54.52,55.17,54.37,54.47,2310600
ADTN,20140219,26.17,26.46,25.82,26.03,507300
ADUS,20140219,26.05,26.5,25.89,26.24,101500
ADXS,20140219,5.41,5.46,5.2,5.38,322600
ADXSW,20140219,2.25,2.35,2.22,2.29,13800
AEGN,20140219,21.18,21.27,20.38,20.44,200400
AEGR,20140219,63.62,64.22,62,62.1,397300
AEHR,20140219,2.57,2.83,2.51,2.56,57900
AEIS,20140219,27.58,28.24,27.2,27.51,448900
AEPI,20140219,42.94,43.25,42.85,43.15,43400
AERI,20140219,20.83,21.54,20.1,20.9,98700
AETI,20140219,9.12,9.14,8.92,9.03,22500
AEY,20140219,2.9,2.95,2.88,2.94,54300
AEZS,20140219,128,128,125,126,657400
AFAM,20140219,30.08,30.75,28.33,28.43,46900
AFH,20140219,12.83,12.94,12.75,12.75,5600
AFSI,20140219,17.005,17.7,17.005,17.5,1207900
AGEN,20140219,3.06,3.4,2.96,3.37,1554100
AGII,20140219,45.01,45.62,44.24,44.38,87400
AGIIL,20140219,21.94,22.36,21.94,22.33,24500
AGIO,20140219,34.17,34.45,31.58,32.25,242600
AGNC,20140219,22.49,22.5,22.28,22.31,5715200
AGNCP,20140219,25.98,26,25.9,25.9,7900
AGND,20140219,49.08,49.08,48.87,48.87,47100
AGYS,20140219,13.25,13.39,13.08,13.26,29100
AGZD,20140219,50.08,50.08,50.08,50.08,300
AHGP,20140219,60,60.92,59.89,60.52,27900
AHPI,20140219,2.25,2.25,2.21,2.25,17400
AIMC,20140219,33.96,34.63,33.4,33.95,185500
AINV,20140219,9.04,9.06,8.86,8.89,2419600
AIQ,20140219,29.81,32.42,29.81,30.34,50500
AIRM,20140219,53.3,54.26,53.22,53.93,312700
AIRT,20140219,11.97,11.97,11.65,11.89,1700
AIXG,20140219,17.44,17.47,17.16,17.23,242600
AKAM,20140219,60.61,60.81,60.04,60.52,2929700
AKER,20140219,4.69,4.71,4.5,4.62,21200
AKRX,20140219,25.27,25.45,24.84,25.11,575500
ALCO,20140219,38.85,38.85,37.24,37.35,11500
ALGN,20140219,54.7,55.13,53.56,53.8,998500
ALGT,20140219,92.65,94.49,91.64,92.71,93500
ALIM,20140219,6.61,6.72,6.39,6.41,139600
ALKS,20140219,52.33,52.55,51.32,51.6,691900
ALLT,20140219,16.58,16.8,15.79,15.92,558200
ALNY,20140219,81.02,81.65,78.06,79.14,606200
ALOG,20140219,98.61,99.21,97.07,97.46,52200
ALOT,20140219,14,14.05,14,14.01,5400
ALQA,20140219,8.5,8.5,8.21,8.24,49900
ALSK,20140219,2.19,2.21,2.18,2.18,163200
ALXN,20140219,181.73,183.88,178.51,180.41,1174400
AMAG,20140219,20.77,20.82,20.52,20.73,491900
AMAT,20140219,18.84,18.99,18.65,18.75,13031300
AMBA,20140219,31.58,32.46,30.5,30.88,1250800
AMBC,20140219,25.85,26.28,25.65,26.06,493700
AMBCW,20140219,15.27,15.58,15.22,15.35,31700
AMCC,20140219,10.34,10.71,10.26,10.56,618300
AMCN,20140219,2.35,2.4,2.31,2.37,422300
AMCX,20140219,67.27,67.94,67.08,67.73,342900
AMD,20140219,3.7,3.74,3.68,3.72,14191900
AMDA,20140219,87,102.3,87,101.55,295000
AMED,20140219,16.53,16.98,16.27,16.31,313600
AMGN,20140219,124.85,124.9,123.13,123.35,2783000
AMKR,20140219,5.36,5.49,5.34,5.39,1468200
AMNB,20140219,22.58,23.05,22.55,22.56,9500
AMOT,20140219,11.01,11.71,11,11.02,3200
AMOV,20140219,20.72,20.85,20.72,20.85,300
AMRB,20140219,9.75,9.75,9.7,9.71,5400
AMRI,20140219,13.26,13.79,13.1,13.69,1086000
AMRN,20140219,1.83,1.94,1.81,1.88,4691900
AMRS,20140219,3.85,3.85,3.57,3.59,431900
AMSC,20140219,18.9,22.5,18.5,20.7,6734300
AMSF,20140219,40.49,40.95,40.18,40.28,47400
AMSG,20140219,42.03,42.77,41.9,42.57,267800
AMSWA,20140219,10.98,11.08,10.35,10.96,72100
AMWD,20140219,31.85,32.66,31.61,32.02,375900
AMZN,20140219,352.64,354.54,346.1,347.38,4175300
ANAT,20140219,112.29,112.9,110.3,110.3,8900
ANCB,20140219,18.6,18.6,18.6,18.6,0
ANCX,20140219,16.05,16.25,15.51,15.62,13000
ANDE,20140219,54.22,54.59,52.25,53.49,267000
ANGI,20140219,14.86,15.03,14.19,14.29,1878700
ANGO,20140219,16.16,16.47,16.06,16.06,108600
ANIK,20140219,33.59,33.97,32.75,32.86,188100
ANIP,20140219,24.1,28.19,24,26.81,703600
ANSS,20140219,82.63,83.4,82.4,82.46,202500
ANTH,20140219,2.91,3,2.91,2.95,53800
AOSL,20140219,7.34,7.34,7.15,7.18,42700
APEI,20140219,43.24,43.75,42.49,42.64,103400
APOG,20140219,33.79,34.28,33.23,33.44,310400
APOL,20140219,32.86,33.27,32.55,32.56,1437600
APPY,20140219,20.48,20.56,19.92,20,228700
APRI,20140219,23,23.6,22.5,23.3,207300
APWC,20140219,3.33,3.33,3.33,3.33,100
ARAY,20140219,9.95,10.09,9.86,9.93,908900
ARCC,20140219,18.5,18.55,18.36,18.36,1299500
ARCI,20140219,3.29,3.29,3.26,3.26,1700
ARCW,20140219,10.276,10.4,10.008,10.304,60900
AREX,20140219,20.95,21.32,20.66,20.96,890400
ARGS,20140219,8.07,8.44,8.02,8.24,59500
ARIA,20140219,8.81,8.84,8.5,8.6,13076000
ARII,20140219,50.31,50.84,49.56,49.97,300400
ARIS,20140219,3.3,3.3,3.29,3.29,4100
ARKR,20140219,21.61,21.61,21.61,21.61,400
ARLP,20140219,40.45,41.05,40.45,40.47,40700
ARNA,20140219,6.93,6.93,6.7,6.71,3455900
AROW,20140219,25.46,25.77,24.98,24.99,23900
ARQL,20140219,2.26,2.27,2.2,2.22,305200
ARRS,20140219,28.22,28.45,27.41,27.94,2721800
ARRY,20140219,4.92,4.94,4.72,4.75,1388000
ARTNA,20140219,22.18,22.39,22.1,22.1,11500
ARTW,20140219,5.88,6.06,5.88,6.06,1100
ARTX,20140219,2.8,2.81,2.59,2.61,607700
ARWR,20140219,19.68,21.74,19.64,21.09,5233900
ASBB,20140219,17.48,17.5,17.48,17.48,5200
ASCMA,20140219,71.05,72.06,69.02,69.14,29000
ASFI,20140219,8.28,8.46,8.27,8.39,22800
ASML,20140219,89.46,89.5,88.17,88.2,1898900
ASNA,20140219,18.64,18.85,18.61,18.69,426300
ASPS,20140219,114.31,116.42,112.02,113.55,514200
ASRV,20140219,3.19,3.2,3.18,3.18,27300
ASRVP,20140219,26.11,26.11,26.11,26.11,0
ASTC,20140219,2.89,2.98,2.69,2.73,292300
ASTE,20140219,36.71,37.04,36.16,36.22,57000
ASUR,20140219,5.69,5.69,5.55,5.55,12500
ASYS,20140219,10.2,10.28,9.7,9.98,94200
ATAI,20140219,4,4,4,4,1800
ATAX,20140219,5.9,5.9,5.87,5.87,266900
ATEC,20140219,22.2,22.44,20.16,20.28,435100
ATHN,20140219,192.5,194.78,189.61,191.67,597800
ATHX,20140219,3.8,3.89,3.7,3.84,920600
ATLC,20140219,2.6,2.64,2.6,2.6,2500
ATLO,20140219,22.24,22.24,21.61,21.65,11500
ATNI,20140219,60.06,60.96,59.41,60.11,52200
ATOS,20140219,34.35,35.1,34.05,34.05,426300
ATRC,20140219,21.1,21.64,21,21.06,171900
ATRI,20140219,292,292,290.1,290.1,1600
ATRO,20140219,60.93,61.44,59.79,60.55,102300
ATRS,20140219,4.53,4.75,4.53,4.69,1154700
ATSG,20140219,6.24,6.37,6.1,6.14,81400
ATTU,20140219,11.41,11.51,11.25,11.39,195600
ATVI,20140219,19.9,20,19.57,19.68,7843700
AUBN,20140219,25.68,25.68,25.4,25.4,600
AUDC,20140219,8.41,8.46,8.05,8.1,225700
AVAV,20140219,32.5,32.96,31.26,31.41,323100
AVEO,20140219,1.84,1.9,1.84,1.85,319100
AVGO,20140219,58.19,58.42,57.49,57.7,1460900
AVHI,20140219,20.56,20.67,19.74,19.82,46100
AVID,20140219,7.05,7.15,7.05,7.05,60300
AVNW,20140219,24.48,24.96,23.16,23.28,418000
AWRE,20140219,6.57,6.57,6.4,6.44,32800
AXAS,20140219,3.27,3.35,3.27,3.28,722500
AXDX,20140219,14.67,14.88,14.58,14.61,33600
AXGN,20140219,4.22,4.4,4.12,4.19,48300
AXTI,20140219,2.39,2.44,2.38,2.4,67200
AZPN,20140219,45.79,46.42,45.47,45.48,333000
BABY,20140219,25.58,25.77,24.91,24.95,284400
BANF,20140219,53.8,54,52.8,52.92,21600
BANFP,20140219,26.8,26.8,26.8,26.8,0
BANR,20140219,38.23,38.5,37.05,37.2,148300
BANX,20140219,24.85,25,24.51,24.65,10100
BASI,20140219,2.99,2.99,2.72,2.73,68000
BBBY,20140219,65.48,65.91,65.06,65.49,2162200
BBGI,20140219,9.11,9.17,8.76,8.77,8700
BBOX,20140219,27.18,27.45,26.9,27.11,32000
BBRG,20140219,14.45,14.74,14.35,14.43,52100
BBRY,20140219,9.41,9.46,8.99,9.01,23545600
BBSI,20140219,62.54,66.62,62.54,65.46,148500
BCBP,20140219,13.15,13.35,13.14,13.21,5000
BCOM,20140219,14.21,15.18,14.21,14.34,3400
BCOR,20140219,21.6,21.7,20.75,21.4,2229800
BCOV,20140219,9.5,9.81,9.5,9.64,388700
BCPC,20140219,51.5,51.89,50.41,50.51,139100
BCRX,20140219,10.55,11.17,10.32,10.7,1221400
BDE,20140219,9.92,10.1,9.7,9.98,192400
BDGE,20140219,25.56,25.83,25.51,25.72,26300
BDSI,20140219,9.34,9.36,8.89,8.9,422000
BEAT,20140219,9.17,9.94,9.13,9.65,628100
BEAV,20140219,81.84,82,81.3,81.49,734200
BEBE,20140219,5.4,5.47,5.36,5.39,379200
BECN,20140219,37.46,38.07,36.6,37.44,208300
BELFA,20140219,19.3,19.32,18.67,19.32,3800
BELFB,20140219,19.47,19.72,19.42,19.48,68900
BFIN,20140219,9.84,9.84,9.6,9.64,26100
BGCP,20140219,7.01,7.07,6.86,6.89,943500
BGFV,20140219,16.32,16.85,16.32,16.42,264700
BIB,20140219,50.75,50.95,49.285,49.475,278900
BICK,20140219,22.97,22.97,22.97,22.97,0
BIDU,20140219,173.87,177.32,173.02,173.59,3143300
BIIB,20140219,334.12,335.39,326.65,328.45,826800
BIOC,20140219,29.1,29.1,27.27,28.38,20900
BIOL,20140219,2.94,2.94,2.73,2.83,264500
BIOS,20140219,8.31,8.37,8.21,8.22,1085100
BIS,20140219,14.85,15.08,14.57,15.04,97000
BJRI,20140219,28.81,30.14,28.54,28.99,1132100
BKCC,20140219,9.61,9.64,9.44,9.44,385100
BKEP,20140219,8.92,9.03,8.9,9,12800
BKEPP,20140219,9.7,9.75,9.6,9.7,7500
BKMU,20140219,6.4,6.45,6.26,6.29,94000
BKSC,20140219,15.2,15.2,15.2,15.2,1200
BLDP,20140219,2.38,2.42,2.37,2.38,1465900
BLDR,20140219,8.2,8.27,8.04,8.15,600000
BLIN,20140219,5.8,6,5.7,5.7,136700
BLKB,20140219,32.32,33.1,32.32,32.51,237700
BLMN,20140219,22.43,22.87,22.17,22.46,1302400
BLMT,20140219,16.66,16.75,16.48,16.63,4500
BLRX,20140219,2.92,2.92,2.84,2.86,25600
BLUE,20140219,22.6,22.75,22,22.05,121600
BLVDU,20140219,10.01,10.01,10.01,10.01,13000
BMRC,20140219,44.19,44.43,43,43.01,10600
BMRN,20140219,76.5,76.89,75.34,76.35,1269100
BMTC,20140219,28.35,28.6,27.5,27.54,17000
BNCL,20140219,11.82,11.87,11.7,11.7,171500
BNCN,20140219,16.8,17.14,16.78,17.05,61600
BNDX,20140219,50.31,50.41,50.31,50.32,134400
BNFT,20140219,65.86,66.33,65.31,65.94,52900
BNSO,20140219,1.74,1.94,1.74,1.85,48100
BOBE,20140219,49.66,50.11,49.17,49.24,266000
BOCH,20140219,6.01,6.1,5.85,5.91,20700
BOFI,20140219,21.5425,21.8075,21.2025,21.27,158000
BOKF,20140219,63.99,64,62.52,62.8,117300
BONT,20140219,9.53,9.74,9.37,9.57,335300
BOOM,20140219,22.5,22.6,22.31,22.5,50700
BOSC,20140219,6.89,6.96,6.8,6.81,4800
BOTJ,20140219,8.95,9.05,8.95,8.95,1500
BPFH,20140219,12.4,12.49,11.85,11.95,833900
BPFHP,20140219,23.25,23.36,23.25,23.31,4300
BPFHW,20140219,5.55,5.55,5.55,5.55,1500
BPOP,20140219,27.71,28.2,26.7,26.75,1141800
BPOPM,20140219,17.9,18.07,17.75,18.06,4800
BPOPN,20140219,19.1,19.26,19.1,19.19,2300
BRCD,20140219,9.61,9.73,9.54,9.64,8134500
BREW,20140219,15.76,15.76,15.36,15.41,47000
BRID,20140219,9.81,9.81,9.81,9.81,0
BRKL,20140219,8.91,9.05,8.66,8.69,367000
BRKR,20140219,22.85,23.71,22.43,22.45,3063300
BRKS,20140219,10.51,10.59,10.4,10.45,298800
BSET,20140219,13.79,13.95,13.32,13.33,26500
BSFT,20140219,30.8,31.12,30.23,30.24,184100
BSPM,20140219,16.1,17.36,15.96,16.17,754600
BSQR,20140219,3.4,3.44,3.4,3.43,11600
BSRR,20140219,16.39,16.75,16,16.18,27600
BSTC,20140219,22.79,23.27,22.6,22.61,20600
BUR,20140219,3.17,3.17,3.17,3.17,0
BUSE,20140219,5.76,5.81,5.63,5.69,169500
BV,20140219,7.61,7.72,7.29,7.33,402100
BVSN,20140219,13.75,14.14,13.5,13.59,22300
BWEN,20140219,8.76,8.82,8.5,8.59,115000
BWINA,20140219,22.06,22.21,22.06,22.21,700
BWINB,20140219,23.93,24.19,23.56,23.75,20500
BWLD,20140219,134.06,134.86,132.11,132.31,314400
BYBK,20140219,5.06,5.06,5.06,5.06,0
BYFC,20140219,1.13,1.14,1.13,1.13,1100
CA,20140219,32.4,32.76,32.23,32.45,3272900
CAAS,20140219,7.36,7.56,7.31,7.38,36800
CAC,20140219,35.94,36.72,35.65,35.65,28300
CACB,20140219,4.75,4.86,4.7,4.78,43900
CACC,20140219,133.73,133.88,129.82,130.4,13900
CACQ,20140219,13.55,13.66,13.36,13.51,133500
CADC,20140219,6.1,6.19,5.73,5.73,4200
CAKE,20140219,45.77,46.45,45.77,46.14,535900
CALD,20140219,11.4,11.81,11.39,11.71,817200
CALI,20140219,3.76,3.82,3.7,3.76,13400
CALL,20140219,19.18,19.86,18.7,19.34,1003900
CALM,20140219,26.04,26.405,25.905,26.005,77800
CAMP,20140219,31.01,31.99,30.75,31.36,1098000
CAMT,20140219,4.6,4.61,4.3,4.36,602700
CAR,20140219,38.71,40.19,38.7,40,6827300
CARA,20140219,14,14.17,13.15,13.26,76600
CARB,20140219,10.43,10.59,10.29,10.3,106800
CART,20140219,3.32,3.32,3.32,3.32,0
CARV,20140219,14.3,15.1,14.3,15.07,700
CARZ,20140219,39.44,39.59,39.2,39.2,11500
CASH,20140219,41.29,41.87,39.67,40,17600
CASM,20140219,2.07,2.11,2.07,2.11,5600
CASS,20140219,53.98,56.46,52.42,55.3,69100
CASY,20140219,66.86,69.28,66.79,67.18,398700
CATM,20140219,40.1,40.1,39.21,39.33,194300
CATY,20140219,24.29,24.51,23.84,23.9,643400
CATYW,20140219,6.58,6.58,6.58,6.58,0
CAVM,20140219,39.01,40.83,38.72,40.34,982900
CBAK,20140219,1.95,2.05,1.88,1.99,79000
CBAN,20140219,6.22,6.29,6.2,6.25,900
CBF,20140219,22.84,23.05,22.45,22.46,72400
CBLI,20140219,14.4,14.4,14.2,14.4,100200
CBMX,20140219,45.15,46.8,42.3,42.3,1470200
CBMXW,20140219,3.27,3.27,2.55,3.12,38000
CBOE,20140219,56.31,56.45,55.28,55.35,540600
CBPO,20140219,29.48,34.86,29.42,33.94,77700
CBRL,20140219,98.03,99.69,97.47,97.56,182000
CBSH,20140219,43.84,44.23,42.87,42.89,310800
CCBG,20140219,13.05,13.05,12.8,12.84,24500
CCCL,20140219,18.08,18.08,17.44,17.92,12300
CCCR,20140219,6.51,6.51,6.5,6.5,200
CCIH,20140219,17.79,21.85,17.5,21.45,2216900
CCMP,20140219,43.3,43.6,42.29,42.49,215200
CCNE,20140219,17.98,18.16,17.36,17.42,26300
CCOI,20140219,42.25,43.16,42.25,42.64,411100
CCRN,20140219,10.6,10.88,10.45,10.47,268900
CCUR,20140219,8.6,8.65,8.56,8.6,38700
CCXI,20140219,7.09,7.2,7.04,7.1,111000
CDNS,20140219,14.51,14.88,14.51,14.77,2953900
CDTI,20140219,13.2,13.65,12.75,12.85,115700
CDW,20140219,24.56,25.14,24.56,24.7,278700
CDXS,20140219,1.88,1.88,1.84,1.86,46300
CDZI,20140219,7.42,7.81,7.42,7.81,18700
CECE,20140219,15.38,15.49,15.15,15.25,69100
CECO,20140219,6.06,6.2,5.95,5.99,594100
CELG,20140219,82.55,83.225,81.33,81.5,2395700
CELGZ,20140219,2.79,2.85,2.77,2.77,13100
CEMI,20140219,3.3,3.32,3.2,3.29,5900
CEMP,20140219,12.99,13.19,12.44,12.5,182200
CENT,20140219,7.4,7.43,7.29,7.35,31500
CENTA,20140219,7.3,7.4,7.22,7.33,137300
CENX,20140219,11.43,11.84,11.36,11.63,636700
CERN,20140219,60.44,60.98,59.7,59.89,1976700
CERS,20140219,7.63,7.74,7.21,7.23,996400
CETV,20140219,3.02,3.07,2.91,2.91,495300
CEVA,20140219,17.35,17.62,17.2,17.22,96500
CFBK,20140219,1.4,1.41,1.38,1.41,25500
CFFI,20140219,37.52,37.52,35.34,35.51,16200
CFFN,20140219,12.1,12.14,11.91,11.99,2574900
CFNB,20140219,15.25,15.25,14.07,14.7,25600
CFNL,20140219,17.13,17.27,16.48,16.54,269300
CG,20140219,37.5,37.5,34.89,35,960200
CGEN,20140219,11.53,11.69,11.01,11.16,152400
CGIX,20140219,20,20.36,19.5,19.84,182300
CGNX,20140219,38.95,39.28,37.8,37.93,574000
CGO,20140219,14.66,14.72,14.64,14.69,13300
CHCI,20140219,1.8,1.87,1.73,1.76,105600
CHCO,20140219,43.05,43.56,41.73,42.15,41300
CHDN,20140219,91.17,91.75,90.6,91.25,30000
CHEF,20140219,23.5,23.79,23.21,23.24,170800
CHFC,20140219,29.45,29.47,28.51,28.6,61900
CHFN,20140219,10.67,10.7,10.53,10.53,54800
CHI,20140219,13.84,13.88,13.77,13.83,157600
CHKE,20140219,13.87,13.87,13.58,13.79,9100
CHKP,20140219,66.45,67.14,66.18,66.87,1126500
CHMG,20140219,31.35,31.35,28.26,28.92,6600
CHNR,20140219,5.72,5.78,5.45,5.53,56600
CHRW,20140219,54.4,54.86,53.69,53.77,1641000
CHSCO,20140219,27.8,27.84,27.51,27.59,77000
CHSCP,20140219,29.1,29.13,28.77,28.87,22700
CHTR,20140219,131.13,131.99,129,130.44,2774700
CHUY,20140219,39.82,40.81,39.37,40.1,152900
CHW,20140219,9.01,9.06,8.97,9,120200
CHY,20140219,13.49,13.58,13.45,13.52,292000
CIDM,20140219,28.8,29,27.5,28.4,328700
CIFC,20140219,7.65,7.67,7.51,7.64,22900
CINF,20140219,47.06,47.1,46.51,46.56,753300
CISG,20140219,5.89,5.89,5.75,5.79,29800
CIZN,20140219,18.42,18.42,18.42,18.42,0
CJJD,20140219,1.7,1.7,1.43,1.47,245600
CKEC,20140219,29.07,29.27,28.25,28.71,198100
CLAC,20140219,9.7,9.7,9.7,9.7,0
CLACU,20140219,10.25,10.25,10.1,10.1,55000
CLBH,20140219,10.64,10.64,10.05,10.5,1700
CLCT,20140219,19.77,19.95,19.42,19.48,29300
CLDX,20140219,27.63,27.86,27.21,27.48,1299400
CLFD,20140219,23.37,23.78,23,23.6,104300
CLIR,20140219,9.73,9.86,9.32,9.49,59500
CLMS,20140219,11.62,11.65,11.43,11.43,218200
CLMT,20140219,28.73,28.73,27.3,27.68,1059400
CLNE,20140219,9.7,9.91,9.6,9.61,1925400
CLNT,20140219,5.82,6,5.34,5.6,102500
CLRO,20140219,9.35,9.35,9.27,9.27,10400
CLSN,20140219,3.77,3.77,3.62,3.64,435500
CLUB,20140219,10.77,10.85,10.6,10.61,108100
CLVS,20140219,70.65,75.42,70.65,72.41,691700
CLWT,20140219,5.56,5.68,5.2,5.29,46300
CMCO,20140219,26.05,26.39,25.46,25.81,72200
CMCSA,20140219,53.27,53.37,51.21,51.57,40213500
CME,20140219,75.79,76.69,74.72,74.77,1943000
CMFN,20140219,15.57,15.9,15.5,15.85,47200
CMLS,20140219,58.32,58.56,56.64,57.2,1330300
CMRX,20140219,19.88,20,19.59,19.83,194000
CMTL,20140219,31.56,31.7,31.34,31.4,87700
CNAT,20140219,11.54,11.66,11.13,11.44,180800
CNBKA,20140219,35.69,35.89,35,35.32,10200
CNCE,20140219,14.03,14.12,14,14.09,399400
CNET,20140219,1.25,1.26,1.07,1.1,455300
CNIT,20140219,5.65,6.09,5.6,5.76,85100
CNMD,20140219,48.2,49.1,48.2,48.54,290700
CNOB,20140219,17.5,17.63,17.4,17.5,60800
CNSL,20140219,19.11,19.22,18.79,18.87,176300
